"PI Unit","College (Subdivision)","Proposal #","Project Title","PI","Proposal Created Date","Submission Date","Funded Date","Proposal_status","Year","Month"
"Wyoming Coop Unit","College of Agriculture, Life Sciences & Natural Resources","23-0279-P0001","Visualizing Obstacles in Big Game Migration Corridors","Matthew Kauffman",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Coop Unit","College of Agriculture, Life Sciences & Natural Resources","23-1783-P0001","Yellowstone Bison Migrations","Matthew Kauffman",2023-06-23,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Coop Unit","College of Agriculture, Life Sciences & Natural Resources","24-1108-P0001","Sagebrush Biome","Anna Lisa D. Chalfoun",2024-06-26,"6/28/2024 16:24",NA,"Not Funded Yet","2024","June"
"Wyoming Coop Unit","College of Agriculture, Life Sciences & Natural Resources","23-1932-P0001","Loggerhead Shrike - WGBGLC","Anna Lisa D. Chalfoun",2023-06-29,NA,"8/4/2023 13:38","Funded","2023","June"
"Wyoming Coop Unit","College of Agriculture, Life Sciences & Natural Resources","23-1627-P0001","Red Desert Mule Deer Migrations Project - HQ","Matthew Kauffman",2023-06-12,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Coop Unit","College of Agriculture, Life Sciences & Natural Resources","23-1931-P0001","Loggerhead shrike altered landscape","Anna Lisa D. Chalfoun",2023-06-29,NA,"11/22/2024 15:00","Funded","2023","June"
"Wyoming Coop Unit","College of Agriculture, Life Sciences & Natural Resources","23-1492-P0001","Red Desert to Hoback Mule Deer Migration 3","Matthew Kauffman",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Coop Unit","College of Agriculture, Life Sciences & Natural Resources","24-0574-P0001","Forest Songbird Declines","Anna Lisa D. Chalfoun",2023-11-14,"12/15/2023 14:20","6/5/2024 7:43","Funded","2023","November"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1388-P0001","Natural Resources Energy Explore (NREX) Stewardship 2023","Jeffrey D. Hamerlinck",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1087-P0001","Operation and support of the WWNRT Mapping Tool through the FY2023/FY2024 Biennium","Jeffrey D. Hamerlinck",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0089-P0001","Grazinglands Utilization System","Paddington Hodza",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","25-0164-P0001","Bonneville Cutthroat Trout ICP Application","Shannon E. Albeke",2024-09-24,"12/3/2024 11:59","12/10/2024 12:00","Funded","2024","September"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0683-P0001","WYGISC provide development of the IRMA for NRCS Utah, including the GUS. CESU Umbrella Agreement No.NRC19CPT0010123","Paddington Hodza",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-1009-P0001","StateView Program Development and Operations for the State of Wyoming - 2024","Ramesh Sivanpillai",2024-05-07,"6/26/2024 7:26",NA,"Not Funded Yet","2024","May"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0583-P0001","ICP, Rio Grande ChubSucker and 3-species Database Maintenance Contract","Shannon E. Albeke",2023-11-16,NA,NA,"Not Funded Yet","2023","November"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1731-P0001","Integrating Geospatial Cutting-edge Technology into Mayan Community Forest Health Assessment in the Yucatan Peninsula, Mexico","Di Yang",2023-06-22,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0706-P0001","WISDOM v2.0 Revision","Teale B. Wyckoff",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0108-P0001","Integrated Resource Management Application (IRMA) Software Application Research and Design: Phase One-Base Platform","Jeffrey D. Hamerlinck",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","25-0472-P0001","Transitions in Urban Flash Flooding: A Multi-factor Analysis of Climate Change Impacts in U.S. Inland Cities (1996-2023)","Austin Madson",2025-01-21,NA,NA,"Not Funded Yet","2025","January"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0996-P0001","Statewide Habitat Plan Application Stewardship","Shannon E. Albeke",2024-05-02,"6/24/2024 13:00","7/8/2024 14:33","Funded","2024","May"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","25-0069-P0001","SoC-REU2024","Ramesh Sivanpillai",2024-08-15,"8/22/2024 8:01",NA,"Not Funded Yet","2024","August"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0695-P0001","Wyoming Mule Deer Migration & Development Assessment Viewer","Teale B. Wyckoff",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0619-P0001","Natural Resource and Energy Explorer software application stewardship","Teale B. Wyckoff",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0953-P0001","CIVIC-PG Track B Enhancing Mobility in Teton County: Integrating Smart Technology and Community Engagement for Efficient Transportation","Chen Xu",2024-04-17,"5/1/2024 13:23",NA,"Not Funded Yet","2024","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1050-P0001","NCTC Data Wrangling course taught by Shannon Albeke 2021-2022","Shannon E. Albeke",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1487-P0001","ReDDS: a Web-based Dashboard Application for ICP, 3-species, and RG ChubSucker Databases","Shannon E. Albeke",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0884-P0001","TNC - India SiteRight","Shannon E. Albeke",2024-03-08,"4/10/2024 15:42","7/16/2024 13:26","Funded","2024","March"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0546-P0001","Seeps and Springs Focused Conditions Assessment at Mesa Verde National Park","Shannon E. Albeke",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1748-P0001","Integrated Resource Management Analyst (IRMA) Wyoming Application Water Well Module for the IRMA-WY","Jeffrey D. Hamerlinck",2023-06-23,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0981-P0001","Wyoming Afterschool Opportunities: Interactive Communications Tool","Jeffrey D. Hamerlinck",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1954-P0001","Macrosystems Biology and NEON-Enabled Science (MSB-NES)","Di Yang",2023-06-30,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1778-P0001","From Roadkill to Ecosystem Sustainability: Crowdsourcing Pathway from Citizen Science Images to Predict Roadkill Hotspots, Drivers, and Inform Actions","Di Yang",2023-06-23,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0056-P0001","IRMA 2.0--Design and Development of the Integrated Resource Management Application, Including Deployment and Maintenance","Jeffrey D. Hamerlinck",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0172-P0001","3-Species Database and Application Development","Shannon E. Albeke",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0068-P0001","Tracing the Influence of Climate and Historical Land-Use Practices in Shaping Current Forest Biodiversity and Health from Regions to the Continent","Di Yang",2023-07-18,"7/26/2023 10:15",NA,"Not Funded Yet","2023","July"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0250-P0001","StateView Program Development and Operations for the State of Wyoming","Ramesh Sivanpillai",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0557-P0001","Geospatial Hub","Teale B. Wyckoff",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0392-P0001","Geospatial Services - WISDOM & Wyoming Migration Initiative Viewer","Teale B. Wyckoff",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0427-P0001","UW-IRMA Water Well Module 23","Jeffrey D. Hamerlinck",2023-09-21,"9/28/2023 10:03","12/1/2023 15:54","Funded","2023","September"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0139-P0001","Combining Earth Observation and In Situ Data to Examine the Role of Wildland Fire on North American River and Lake Water Quality","Austin Madson",2023-08-07,"8/11/2023 16:37",NA,"Not Funded Yet","2023","August"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","25-0252-P0001","AI-Powered Electric and Automated Trucking: Managing Charging and Weather Challenges on Wyoming’s Freight Corridors","Chen Xu",2024-10-22,NA,NA,"Not Funded Yet","2024","October"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0637-P0001","Density Disturbance Calculation Tool / One Steppe","Nicholas Edward Graf",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1094-P0001","Designing and Testing ArcGIS Online Geodatabase to Facilitate community Tree Inventories","Paddington Hodza",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0555-P0001","ICP Web Viewer and Database Maintenance","Shannon E. Albeke",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0449-P0001","Gila Trout ICP Database, Web Viewer, and Dashboard","Shannon E. Albeke",2023-09-28,"11/12/2023 17:20","11/12/2023 17:20","Funded","2023","September"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1830-P0001","BoCP-Design: US-China: Biodiversity Beyond Borders: Examining the Dynamic Impacts of Non-Native Species on Dryland Biodiversity and Functionality","Di Yang",2023-06-26,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0067-P0001","Density and Disturbance Calculation Tool","Nicholas Edward Graf",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","25-0124-P0001","3DHP Woolpert Collaboration","Jeffrey D. Hamerlinck",2024-09-10,"9/16/2024 16:56",NA,"Not Funded Yet","2024","September"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0122-P0001","Evaluating Long-term Impacts of Land-use Transformation on Fire Regimes: A Comprehensive 60-Year Analysis Utilizing CORONA, GEDI, and GLOBE Observer NASA Datasets","Di Yang",2023-07-30,"8/11/2023 10:59",NA,"Funded","2023","July"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0975-P0001","Development and maintenance of the One Steppe application to track landscape disturbance (DDCT), conservation activities, and compliance of the regulations related to the greater sage grouse.","Teale B. Wyckoff",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0883-P0001","SuiteWater Maintenance","Jalynda Mary Mckay",2024-03-07,"4/22/2024 17:12","6/6/2024 13:26","Funded","2024","March"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0675-P0001","Inside the Firestorm: Unlocking the Secrets of Wildfire Behavior via Multi-Sensor Fuel Mapping","Di Yang",2024-01-06,"2/9/2024 11:59",NA,"Not Funded Yet","2024","January"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1515-P0001","SuiteWater Stewardship","Jeffrey D. Hamerlinck",2023-05-10,NA,"5/10/2023 8:57","Funded","2023","May"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0121-P0001","Quantifying the effects of climate extreme-irrigation interactions on crop yields in the Mississippi Alluvial Plain","Di Yang",2023-07-30,"9/19/2023 15:19",NA,"Not Funded Yet","2023","July"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0941-P0001","Wyoming Food Security","Jeffrey D. Hamerlinck",2024-04-15,"6/26/2024 10:53",NA,"Funded","2024","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0701-P0001","Climate and Cityscapes: Deciphering Their Combined Impact on Flood Frequency and Intensity in U.S. Urban Centers","Austin Madson",2024-01-17,"2/5/2024 13:09",NA,"Not Funded Yet","2024","January"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-0982-P0001","Broadband Map Development - CARES","Teale B. Wyckoff",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","24-0747-P0001","Monitoring the Yermo xanthocephalus (desert yellowhead) using high resolution UAS data and novel AI/ML workflows","Austin Madson",2024-01-25,"2/23/2024 17:05","8/14/2024 10:59","Funded","2024","January"
"Wyoming Geographic Information Science Center","College of Engineering & Physical Sciences","23-1646-P0001","Urban Flood Response under Rapid Climatic and Anthropogenic Change Using Remote Sensing Techniques","Austin Madson",2023-06-14,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0380-P0001","(ATSG) AT Act State Grants for Assistive Technology","Sandra Lee Root-Elledge",2023-09-06,"10/9/2023 14:50","10/9/2023 14:50","Funded","2023","September"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1100-P0001","Research participant incentives supporting WIND's research to understand and mitigate barriers to COVID-19 vaccine access","Sandra Lee Root-Elledge",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1418-P0001","Extension of Community Health Outcomes (ECHO) Network for health care providers of Bright Futures Guidelines (Continuation)","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1011-P0001","Meaningful Inclusion of Intellectual & Developmental Disabilities in PCOR & CER: A Rural  Approach to Health Outcomes","Eric J Moody",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1173-P0002","National Instructional Materials Accessibility Center (NIMAC); Wyoming Depart of Education Accessible Educational Materials (AEM) 2022-2023","Canyon Leigh Hardesty",2024-11-26,"12/19/2024 11:07","1/17/2025 10:58","Funded","2024","November"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0357-P0001","Act Early Ambassador 2019-2021","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0598-P0002","Post - Secondary Program Planning and Collaboration","Canyon Leigh Hardesty",2024-09-25,"10/15/2024 15:07","11/21/2024 12:17","Funded","2024","September"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0106-P0001","AUCD Leadership Opportunity Act Early Ambassador 2023-2024","Cari Glantz",2023-07-25,"7/28/2023 9:42",NA,"Not Funded Yet","2023","July"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0968-P0001","Comparative Effectiveness of Two Behavioral Health Interventions for Autistic Youth","Eric J Moody",2024-04-22,"5/10/2024 12:13",NA,"Not Funded Yet","2024","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0381-P0001","National Deaf-Blind Equipment Distribution Program (NDBEDP) ""iCanConnect"" 2024-2025","Teresa Diane Wofford",2024-12-16,NA,NA,"Not Funded Yet","2024","December"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1085-P0001","University of Wyoming Extension of Community Health Outcomes (ECHO) Network for health care providers to improve the implementation of the Bright Futures Guidelines set by the American Academy of Pediatrics and adopted by Wyoming Medicaid","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0603-P0001","Continuous Glucose Monitoring in Diabetes: Not Just for Endocrinologistsâ€”What Family Docs and Educators Need to Know","Eric J Moody",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0380-P0002","(ATSG) AT Act State Grants for Assistive Technology","Teresa Diane Wofford",2024-10-08,"10/22/2024 9:16","10/25/2024 14:47","Funded","2024","October"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0380-P0003","(ATSG) AT Act State Grants for Assistive Technology","Teresa Diane Wofford",2024-10-09,NA,"10/25/2024 14:47","Funded","2024","October"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1064-P0001","Technical Assistance Services for the Wind River Family & Community Health Care Systems","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0602-P0001","Title V Maternal and Child Health Needs Assessment Community and Family Engagement","Eric J Moody",2023-11-28,"1/19/2024 17:07",NA,"Not Funded Yet","2023","November"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0470-P0001","National Instructional Materials Accessibility Center 2020","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0781-P0001","Promoting Health Management Skills and Independence Through the Implementation of Living Well in the Community Workshops","Canyon Leigh Hardesty",2024-01-31,NA,"8/14/2024 11:42","Funded","2024","January"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0626-P0001","Enhance Support for Early Childhood Systems through Act Early Ambassador Program to Support COVID19 Recovery","Wendy Kay Warren",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0331-P0001","Accessible & Inclusive Healthcare Training - WITH Foundation","Tai Leigh Baker",2024-11-20,"1/29/2025 15:13",NA,"Not Funded Yet","2024","November"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0384-P0001","Empowering Families through the Charting the LifeCourse Framework","Cari Glantz",2024-12-17,"1/13/2025 8:14",NA,"Not Funded Yet","2024","December"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1484-P0001","Exploration of the Functional Assessment of Standardized Items (FASI) Tool","Eric J Moody",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0358-P0001","Implementing the Collaborative Care Model for Behavioral Health Integration in a Rural and Frontier State","Canyon Leigh Hardesty",2024-12-05,"1/6/2025 17:08",NA,"Not Funded Yet","2024","December"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0787-P0001","Inclusive Health and Disability Symposium","Tai Leigh Baker",2024-02-02,"2/16/2024 6:23","7/2/2024 15:00","Funded","2024","February"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0947-P0001","Service Learning Project","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1329-P0001","ATPH: Expanding the Public Health Workforce w/n the Disability Network: AT St. Grants","Sandra Lee Root-Elledge",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1875-P0001","Wyoming Community Access Points for Telehealth Services Delivery","Canyon Leigh Hardesty",2023-06-27,NA,"9/6/2024 9:10","Funded","2023","June"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1461-P0002","Implementing Community Based Telehealth Infrastructure to Expand Healthcare to Vulnerable Populations","Canyon Leigh Hardesty",2023-06-30,NA,"2/26/2024 13:11","Funded","2023","June"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0315-P0001","Assistive Technology Recreational Equipment (David Rodman Titcomb (DRT) Foundation)","Teresa Diane Wofford",2024-11-15,NA,NA,"Not Funded Yet","2024","November"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0488-P0001","Administration of the Inventory for Client and Agency Planning (ICAP) Assessment Tool (F21-22)","Sandra Lee Root-Elledge",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0592-P0001","Family Voices National: Medicaid Unwinding","Canyon Leigh Hardesty",2023-11-20,"1/10/2024 15:45","4/8/2024 9:44","Funded","2023","November"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1543-P0001","Test","Sandra Lee Root-Elledge",2023-06-02,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0276-P0001","Wyoming PCORI Collaboration","Eric J Moody",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0383-P0001","Trauma-Informed Training for Community Service Providers","Dawn Rudolph",2024-12-17,"1/15/2025 13:08",NA,"Not Funded Yet","2024","December"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0146-P0001","Assistive Technology Digital Equity Access National Collaboration","Teresa Diane Wofford",2024-09-16,"10/1/2024 12:13",NA,"Not Funded Yet","2024","September"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0591-P0001","Facilitating Seniors Use of Technology to Decrease Social Isolation","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0033-P0001","Technology-enabled Collaborative Learning Program - Leveraging Inclusive Health and Disability Networks","Canyon Leigh Hardesty",2024-07-25,"8/2/2024 14:54",NA,"Not Funded Yet","2024","July"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0381-P0002","National Deaf-Blind Equipment Distribution Program (NDBEDP) ""iCanConnect"" Annual Allocation","Teresa Diane Wofford",2024-12-17,"1/24/2025 10:56",NA,"Funded","2024","December"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0424-P0001","Wyoming Assistive Technology Resources 2019-2021:  Reutilization","Sandra Lee Root-Elledge",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0599-P0001","Elevating Voices of Lived Experiences in Inclusive Community Based Research","Eric J Moody",2023-11-27,"1/10/2024 10:20","7/3/2024 14:06","Funded","2023","November"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0300-P0001","Impact of Intellectual Disability and Evidence Type Used to Wrongfully Convict on Lay Perceptions of Exoneree Deservingness to Receive Civil Compensation","Haley Anne Sturges",2023-08-18,NA,NA,"Funded","2023","August"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0807-P0001","Teacher Retention: Supporting Special Education Teachers During Induction","Eric J Moody",2024-02-08,"2/19/2024 16:55",NA,"Not Funded Yet","2024","February"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0713-P0001","(ATSG) AT Act State Grants for Assistive Technology","Sandra Lee Root-Elledge",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0104-P0001","University Center of Excellence in Developmental Disabilities (UCEDD)","Sandra Lee Root-Elledge",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0773-P0001","Understanding and mitigating barriers to vaccine access, Wyoming","Sandra Lee Root-Elledge",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1079-P0001","Enhance Support for Early Childhood Systems through Act Early Ambassador Program to Support COVID19 Recovery - Part 2","Wendy Kay Warren",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1578-P0001","WYOMING DEPARTMENT OF HEALTH PUBLIC HEALTH DIVISION OFFICE OF RURAL HEALTH: TELEHEALTH EDUCATION AND RESEARCH","Canyon Leigh Hardesty",2023-06-06,NA,"8/8/2023 13:39","Funded","2023","June"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1141-P0001","Wyoming Case Manager Training Program for the Wyoming Department of Health - Home and Community Based Services (HCBS) Section","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0012-P0001","Act Early Ambassador: CDC Learn the Signs","Cari Glantz",2024-07-10,NA,NA,"Not Funded Yet","2024","July"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1362-P0001","AT Act State Grants for Assistive Technology FY 23: Reutilization","Sandra Lee Root-Elledge",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0368-P0001","Wyoming Friendship and Dating 2019-2021","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1727-P0001","HHS Innovation Research: Wyoming implementation models for community telehealth access sites","Canyon Leigh Hardesty",2023-06-22,NA,NA,"Not Funded Yet","2023","June"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-0597-P0001","Person-Centered Plans of Care_Bright Ideas","Amy Rieser",2023-11-27,NA,NA,"Not Funded Yet","2023","November"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0654-P0001","WyRamp Project","Ryan Nicholas Rausch",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0026-P0001","Wyoming Act Early Ambassador: CDC Learn the Signs, Act Early","Cari Glantz",2024-07-18,"8/5/2024 8:26","10/1/2024 8:28","Funded","2024","July"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0089-P0001","Telehealth Marketing and Outreach","Tai Leigh Baker",2024-08-26,"9/16/2024 15:37",NA,"Not Funded Yet","2024","August"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0231-P0001","Wyoming State Plan for Assistive Technology 2018-2020: Wyoming Assistive Technology Resources (WATR) - Reutilization","Sandra Lee Root-Elledge",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-1109-P0001","Family Voices - Wyoming Family to Family Health Information Center","Wendy Kay Warren",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","23-0979-P0001","Statewide telehealth network services and operational support for Wyoming Department of Health, Public Health Division","Canyon Leigh Hardesty",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0436-P0001","Wind River Cares _ Behavioral Health Aide Training","Amy Rieser",2025-01-14,NA,NA,"Not Funded Yet","2025","January"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","24-1010-P0001","Early Childhood Vision Screening","Canyon Leigh Hardesty",2024-05-08,"6/10/2024 13:55","6/17/2024 13:01","Funded","2024","May"
"Wyoming Institute for Disabilities WIND","College of Health Sciences","25-0505-P0001","Spencer Foundation-Teacher Retention with U WA","Eric J Moody",2025-01-29,NA,NA,"Not Funded Yet","2025","January"
"Wyoming Public Media","Research & Economic Development","23-0919-P0001","Walton Foundation Payment #3 - via Alumbra Innovations Foundation","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","23-0932-P0001","CPB American Rescue Plan Act Stabilization Grant","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","23-1139-P0001","Walton Foundation Payment #4 - via Alumbra Innovations Foundation","Christina Kuzmych",2023-04-27,NA,NA,"Funded","2023","April"
"Wyoming Public Media","Research & Economic Development","24-0435-P0003","Storer: FY24 - Wyoming Now and Beyond","Christina Kuzmych",2024-04-05,"4/22/2024 16:10","8/12/2024 13:35","Funded","2024","April"
