Award #,PI,Project Title,Sponsor,Prime Sponsor,Instrument Type,Award Start Date,Award End Date,Admin Unit,Obligated Amount,Project #,Total Expected Amount,Anticipated Amount,Status,Created Date,Award Type,Increment Amount,PI Unit,Modification Number,Modification Type,Modification Date,Modified By,activity type,Admin Unit Primary Code,Award Amount,Award Id,Award Title,college,Direct Costs,expected direct,expected indirect,full proposal title,History Action,History Action By,History Action Date,History Comment,Prime Sponsor Org Type,Prime Sponsor Primary Code,proposal type,proposal type if other,Routing Comment,Routing Date,Routing Status,Sponsor Org Type,sponsor type,sponsor type if other,Total Project Cost
23-0971-A0001-1,Cody Lynn Gifford,Rancher to Consumer Meat Connection,Montana State University,National Institute of Food and Agriculture/Department of Agriculture,,5/1/2021,1/31/2023,Animal Science,75648,23-0971,75648,,In Closeout,10/25/2023 9:57,,,Animal Science,1,Sponsor Approved No Cost Extension,10/25/2023,John Ruess,Experimental Development,3.00E+14,,e7a60928-24e3-4ef6-963f-4fd6fba4423d,,,68083,68083,7565,Rancher to Consumer Meat Connection,Award Created,Legacy Loader,4/24/2023 19:13,,,01-USDANIFA,,,,,,,Institutions of Higher Education,,75648
23-0971-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:13,Status set by bulk loader,,,,,,,,,,,
23-0971-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce Howard,7/6/2023 16:06,Award End date has passed.,,,,,,,,,,,
23-0971-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,John Ruess,10/25/2023 10:16,See AM2,,,,,,,,,,,
23-0971-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Closeout to Closed. Resolution set to: Admin Closed,John Ruess,10/25/2023 10:17,need to reopen,,,,,,,,,,,
23-0971-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Closed to Set Up In Progress,John Ruess,10/25/2023 10:17,reopening,,,,,,,,,,,
23-0971-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,John Ruess,10/25/2023 10:17,reopening,,,,,,,,,,,
23-0971-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to Closed. Resolution set to: Complete,Thomas Abraham Lentner,6/13/2024 6:53,"PI provided Sponsor with closeout certification on 05/15/2024 - see attachments
",,,,,,,,,,,
23-0971-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Closed to In Closeout,Bryce William Howard,8/30/2024 15:22,Closeout certification needs to be signed by MSU prior to closing the award in ROAMWyo,,,,,,,,,,,
24-0378-A0001,Isadora Anderson Helfgott,Institute of International Education Scholar Rescue Fund -Fraidoon Kamiri,"Institute of International Education, Inc.",Department of State,,2/27/2023,2/26/2024,VP of Global Engagement,25000,24-0378,25000,,In Closeout,9/6/2023 13:30,,,VP of Global Engagement,0,Original Award,,,Other Sponsored Activity,3.00E+14,,e7aad346-a754-4f12-b701-c89623c5fd2a,,Academic Affairs,25000,25000,0,institute of International Education Scholar Rescue Fund-Fraidoon Kamiri,Award Created,Farrell Jean Rapp,9/6/2023 13:30,,,01-DOS,New,,,,,,Non-Profit Organizations,,50000
24-0378-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Farrell Jean Rapp,10/10/2023 16:54,,,,,,,,,,,,
24-0378-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Farrell Jean Rapp,10/10/2023 16:54,,,,,,,,,,,,
24-0378-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Farrell Jean Rapp,10/10/2023 16:54,Awarded.,,,,,,,,,,,
24-0378-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/23/2024 14:35,24-0378-A0001,,,,,,,,,,,
24-0378-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Closeout to Active,Bryce William Howard,9/23/2024 14:36,Updating closeout reason,,,,,,,,,,,
24-0378-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/23/2024 14:36,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
24-0942-A0001,Lars Kotthoff,Prototype implementation of Bayesian Optimization (BO) for Electrohydrodynamic Ink Jet Printing,National Aeronautics and Space Administration,,,4/15/2024,9/15/2024,Electrical Engineering & Computer Science,47849,24-0942,47849,,Active,5/10/2024 10:09,,,Electrical Engineering & Computer Science,0,Original Award,,,Applied Research,3.00E+14,,e7b97c7e-e3d3-4cd3-b3f8-00fca1f6b0a6,,Engineering & Physical Sciences,33668,33668,14181,Prototype implementation of Bayesian Optimization (BO) for Electrohydrodynamic Ink Jet Printing,Award Created,John Ruess,5/10/2024 10:09,,,,New,,,,,,U.S. Federal Government,,47849
24-0942-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,John Ruess,5/10/2024 10:19,,,,,,,,,,,,
24-0942-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,John Ruess,5/10/2024 10:19,,,,,,,,,,,,
24-0942-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,John Ruess,5/10/2024 10:19,5/10/2023,,,,,,,,,,,
23-1153-A0001,Vicki Borgialli Hayman,"Cooking It Up! From the: Zucchini Patch, Pepper Plant, and Tomato Vine",Wyoming Department of Agriculture,Agricultural Marketing Service/Department of Agriculture,,2/18/2022,9/1/2024,UW Extension,10825.4,23-1153,,,Active,4/24/2023 19:24,,,UW Extension,0,Original Award,,,Other Sponsored Activity,3.00E+14,,e7c7ce99-33a2-4076-a633-201c3014a47c,,,,,,"Cooking It Up! From the: Zucchini Patch, Pepper Plant, and Tomato Vine",Award Created,Legacy Loader,4/24/2023 19:24,,,01-AMSUSDA,,,,,,,Wyoming State Governmental Entities,,
23-1153-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:24,Status set by bulk loader,,,,,,,,,,,
23-1100-A0001,Sandra Lee Root-Elledge,Research participant incentives supporting WIND's research to understand and mitigate barriers to COVID-19 vaccine access,Office of the Wyoming Attorney General,Administration for Community Living/Department of Health and Human Services,,2/7/2022,9/30/2022,Wyoming Institute for Disabilities WIND,6000,23-1100,,,Closed,4/24/2023 19:21,,,Wyoming Institute for Disabilities WIND,0,Original Award,,,Other Sponsored Activity,3.00E+14,,e7ccfcae-a081-4bf7-80aa-b1eeafbda3df,,,,,,Research participant incentives supporting WIND's research to understand and mitigate barriers to COVID-19 vaccine access,Award Created,Legacy Loader,4/24/2023 19:21,,,01-ACL,,,,,,,Wyoming State Governmental Entities,,
23-1100-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:21,Status set by bulk loader,,,,,,,,,,,
23-1100-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce Howard,7/7/2023 12:13,Award End date has passed.,,,,,,,,,,,
23-1100-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Closeout to Closed. Resolution set to: Complete,Bryce William Howard,7/10/2024 9:39,Final technical report attached to ROAMWyo and award was closed in WyoCloud as of 8/30/2023. ,,,,,,,,,,,
23-0425-A0001,Todd Andrew Schoborg,Investigating the molecular mechanisms of microcephaly,"National Heart, Lung, and Blood Institute/National Institutes of Health/Department of Health and Human Services","National Heart, Lung, and Blood Institute/National Institutes of Health/Department of Health and Human Services",,3/15/2020,2/29/2024,Molecular Biology,747000,23-0425,,,In Closeout,4/24/2023 18:42,,,Molecular Biology,0,Original Award,,,,3.00E+14,,e8531cba-959b-451a-b2b8-dfed89ccdf6c,,,,,,Investigating the molecular mechanisms of microcephaly,Award Created,Legacy Loader,4/24/2023 18:42,,Federal Government,01-NHLBI,,,,,,Federal Government,,,
23-0425-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:42,Status set by bulk loader,,,,,,,,,,,
23-0425-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Farrell Jean Rapp,6/12/2024 16:09,End Date has passed. ,,,,,,,,,,,
23-0425-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Form was edited in 'In Closeout' status,Farrell Jean Rapp,7/16/2024 13:48,,,,,,,,,,,,
23-1447-A0001-0,Elizabeth Di Russo Case,APHIS RT-QuIC Detection Prion Seeding Activity in Wyoming,Wyoming Game and Fish Department,Animal and Plant Health Inspection Service/Department of Agriculture,,1/25/2023,7/31/2023,Veterinary Science,50741.66,23-1447,,,Active,4/24/2023 19:41,,,Veterinary Science,0,Original Award,,,Basic Research,3.00E+14,,e8595ac9-8b9a-4b3f-b11f-a17bbe92dc85,,,,,,APHIS RT-QuIC Detection Prion Seeding Activity in Wyoming,,,,,,01-APHISUSDA,,,,,,,Wyoming State Governmental Entities,,
23-1447-A0001-1,Elizabeth Di Russo Case,APHIS RT-QuIC Detection Prion Seeding Activity in Wyoming,Wyoming Game and Fish Department,Animal and Plant Health Inspection Service/Department of Agriculture,,1/25/2023,7/31/2024,Veterinary Science,50741.66,23-1447,50741.66,,In Closeout,9/21/2023 14:07,,,Veterinary Science,1,Sponsor Approved No Cost Extension,9/21/2023,Tashina Lemons,Basic Research,3.00E+14,,e8595ac9-8b9a-4b3f-b11f-a17bbe92dc85,,"Agriculture, Life Sciences,  & Natural Resources",,,,APHIS RT-QuIC Detection Prion Seeding Activity in Wyoming,Award Created,Legacy Loader,4/24/2023 19:41,,,01-APHISUSDA,New,,,,,,Wyoming State Governmental Entities,,50741.66
23-1447-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:41,Status set by bulk loader,,,,,,,,,,,
23-1447-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Tashina Lemons,9/21/2023 14:11,"Sponsor approved NCE to extend window to July 31, 2024. This is reflected on general information and budget tabs",,,,,,,,,,,
23-1447-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/23/2024 14:36,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
23-0968-A0001-0,Donna Karen Harris,Screening of Field Pea Accessions for Combined and Superior Drought tolerance and Enhanced Nitrogen Fixation in Semi Arid Climates,Agricultural Research Service/Department of Agriculture,Agricultural Research Service/Department of Agriculture,,8/1/2021,12/31/2023,Plant Sciences,77257,23-0968,,,Active,4/24/2023 19:13,,,Plant Sciences,0,Original Award,,,Applied Research,3.00E+14,,e891726e-f814-48a5-91a5-cdc3ec7669c2,,,,,,Screening of Field Pea Accessions for Combined and Superior Drought tolerance and Enhanced Nitrogen Fixation in Semi Arid Climates,,,,,,01-ARS,,,,,,,U.S. Federal Government,,
23-0968-A0001-1,Donna Karen Harris,Screening of Field Pea Accessions for Combined and Superior Drought tolerance and Enhanced Nitrogen Fixation in Semi Arid Climates,Agricultural Research Service/Department of Agriculture,Agricultural Research Service/Department of Agriculture,,8/1/2021,12/31/2024,Plant Sciences,115131,23-0968,115131,,Active,9/11/2023 7:57,,,Plant Sciences,1,New Funding Increment,9/11/2023,Kristi Stockdale,Applied Research,3.00E+14,,e891726e-f814-48a5-91a5-cdc3ec7669c2,,"Agriculture, Life Sciences,  & Natural Resources",115131,115131,0,Screening of Field Pea Accessions for Combined and Superior Drought tolerance and Enhanced Nitrogen Fixation in Semi Arid Climates,,,,,,01-ARS,New,,,,,,U.S. Federal Government,,115131
23-0968-A0001-2,Donna Karen Harris,Screening of Field Pea Accessions for Combined and Superior Drought tolerance and Enhanced Nitrogen Fixation in Semi Arid Climates,Agricultural Research Service/Department of Agriculture,Agricultural Research Service/Department of Agriculture,,8/1/2021,12/31/2025,Plant Sciences,115131,23-0968,115131,,Active,7/22/2024 14:28,,,Plant Sciences,2,Sponsor Approved No Cost Extension,7/22/2024,Inna Willis,Applied Research,3.00E+14,,e891726e-f814-48a5-91a5-cdc3ec7669c2,,,115131,115131,0,Screening of Field Pea Accessions for Combined and Superior Drought tolerance and Enhanced Nitrogen Fixation in Semi Arid Climates,Award Created,Legacy Loader,4/24/2023 19:13,,,01-ARS,New,,,,,,U.S. Federal Government,,115131
23-0968-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:13,Status set by bulk loader,,,,,,,,,,,
23-0968-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: New Funding Increment,Kristi Stockdale,9/11/2023 11:47,New funding and extension.,,,,,,,,,,,
23-0968-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Inna Willis,7/23/2024 13:08,Amend. 3 extends the End Date from 12/31/2024 to 12/31/2025.,,,,,,,,,,,
24-0655-A0001,Hannah Jordan Phalen,The Impact of Race on Mock Jurors' Perceptions Pain and Damage Awards,Psi Chi International Honor Society in Psychology,,,12/31/2023,12/31/2024,Psychology,1000,24-0655,1000,,Active,3/1/2024 16:34,,,Psychology,0,Original Award,,,Other Sponsored Activity,3.00E+14,,e8aa1feb-c580-4f49-9719-d98111e8a09a,,Arts & Sciences,1000,1000,0,The Impact of Race on Mock Jurors' Perceptions Pain and Damage Awards,Award Created,Tashina Lemons,3/1/2024 16:34,,,,New,,,,,,Non-Profit Organizations,,1000
24-0655-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Tashina Lemons,3/5/2024 14:05,,,,,,,,,,,,
24-0655-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Tashina Lemons,3/5/2024 14:05,,,,,,,,,,,,
24-0655-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Tashina Lemons,3/5/2024 14:05,Pre-award setup complete,,,,,,,,,,,
24-0946-A0001,Rocky S Case,WBC | Manufacturing-Works (M-W),Wyoming Business Council,,,7/1/2024,6/30/2026,Manufacturing Works,1413800,24-0946,1413800,,Active,7/16/2024 7:22,,,Manufacturing Works,0,Original Award,,,Other Sponsored Activity,3.00E+14,,e8b53cd6-a662-4418-b52f-49c7ea58a9d8,,Research & Economic Development,1413800,1413800,0,Manufacturing-Works (M-W) Program 2024 - 2026,Award Created,Kristi Hargis Stockdale,7/16/2024 7:22,,,,Non-Competing Continuation,,,,,,Wyoming State Governmental Entities,,1413800
24-0946-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kristi Hargis Stockdale,7/16/2024 7:57,,,,,,,,,,,,
24-0946-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Hargis Stockdale,7/16/2024 7:57,,,,,,,,,,,,
24-0946-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Farrell Jean Rapp,7/16/2024 9:51,Awarded. ,,,,,,,,,,,
23-0384-A0001,Jill K Kline,Wyoming Small Business Development Centers 2019-2021 - State Office,Small Business Administration,Small Business Administration,,10/1/2019,12/31/2021,Small Business Development Center,891538,23-0384,,,In Closeout,4/24/2023 18:40,,,Small Business Development Center,0,Original Award,,,,3.00E+14,,e8b7386c-afc7-4a1a-a1e4-7bdf7df0cd25,,,,,,Wyoming Small Business Development Centers 2019-2021 - State Office,Award Created,Legacy Loader,4/24/2023 18:40,,,01-SBA,,,,,,,,,
23-0384-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:40,Status set by bulk loader,,,,,,,,,,,
23-0384-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce Howard,7/10/2023 11:22,Award End date has passed.,,,,,,,,,,,
23-1404-A0001,Melinda Denise Meuli,Head Start Collaborative Technical Assistance Grant,Wyoming Department of Education,Wyoming Department of Education,,11/14/2022,12/30/2025,UW Extension,14940,23-1404,,,Active,4/24/2023 19:38,,,UW Extension,0,Original Award,,,Other Sponsored Activity,3.00E+14,,e8b7a6f4-0885-4fff-ba39-316d5a5ff5ad,,,,,,Head Start Collaborative Technical Assistance Grant,Award Created,Legacy Loader,4/24/2023 19:38,,,02-WDE,,,,,,,Wyoming State Governmental Entities,,
23-1404-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:38,Status set by bulk loader,,,,,,,,,,,
23-0364-A0001-0,Mohammad Piri,Research: Oil Recovery from Conventional and Unconventional Reservoirs: Multifaceted Experimental and Computational Investigations of Multiphase Flow and Transport in Porus Media of varying Wettability,Hess Corporation,Hess Corporation,,1/1/2020,12/31/2025,Center of Innovation for Flow through Porous Media,7200000,23-0364,,,Active,4/24/2023 18:38,,,Energy & Petroleum Engineering,0,Original Award,,,,3.00E+14,,e8d9e573-fe62-4434-b897-b7cc6c26ec77,,,,,,Research: Oil Recovery from Conventional and Unconventional Reservoirs: Multifaceted Experimental and Computational Investigations of Multiphase Flow and Transport in Porus Media of varying Wettability,,,,,,05-HESS,,,,,,,,,
23-0364-A0001-1,Mohammad Piri,Research: Oil Recovery from Conventional and Unconventional Reservoirs: Multifaceted Experimental and Computational Investigations of Multiphase Flow and Transport in Porus Media of varying Wettability,Hess Corporation,Hess Corporation,,1/1/2020,12/31/2025,Center of Innovation for Flow through Porous Media,15000000,23-0364,15000000,,Active,4/16/2024 9:35,,,Energy & Petroleum Engineering,1,Administrative Change,4/16/2024,Kristi Hargis Stockdale,Basic Research,3.00E+14,,e8d9e573-fe62-4434-b897-b7cc6c26ec77,,School of Energy Resources,13674355,13674355,1325645,Research: Oil Recovery from Conventional and Unconventional Reservoirs: Multifaceted Experimental and Computational Investigations of Multiphase Flow and Transport in Porus Media of varying Wettability,,,,,,05-HESS,New,,,,,,Industry,,15000000
23-0364-A0001-2,Mohammad Piri,Research: Oil Recovery from Conventional and Unconventional Reservoirs: Multifaceted Experimental and Computational Investigations of Multiphase Flow and Transport in Porus Media of varying Wettability,Hess Corporation,Hess Corporation,,1/1/2020,12/31/2025,Center of Innovation for Flow through Porous Media,15000000,23-0364,15000000,,Active,6/10/2024 15:42,,,Energy & Petroleum Engineering,2,Sponsor Approved Budget Revisions,6/10/2024,Farrell Jean Rapp,Basic Research,3.00E+14,,e8d9e573-fe62-4434-b897-b7cc6c26ec77,,School of Energy Resources,13674355,13674355,1325645,Research: Oil Recovery from Conventional and Unconventional Reservoirs: Multifaceted Experimental and Computational Investigations of Multiphase Flow and Transport in Porus Media of varying Wettability,Award Created,Legacy Loader,4/24/2023 18:38,,,05-HESS,New,,,,,,Industry,,15000000
23-0364-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:38,Status set by bulk loader,,,,,,,,,,,
23-0364-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Form was edited in 'Active' status,Farrell Jean Rapp,4/8/2024 13:30,,,,,,,,,,,,
23-0364-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Administrative Change,Kristi Hargis Stockdale,4/16/2024 10:14,Updated the award amount from TD ticket from Michelle Lorenz.  This is to make sure our amounts tie.  ,,,,,,,,,,,
23-0364-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved Budget Revisions,Farrell Jean Rapp,6/10/2024 15:43,Revised Budget. See attachments for updated SOW and email. ,,,,,,,,,,,
23-0925-A0001-0,Karen Mruk,RNA-based tools for developmental and regenerative biology,National Institutes of Health/Department of Health and Human Services,National Institutes of Health/Department of Health and Human Services,,9/1/2021,8/31/2023,School of Pharmacy,352084,23-0925,,,Active,4/24/2023 19:11,,,School of Pharmacy,0,Original Award,,,Applied Research,3.00E+14,,e8dfe490-96c2-46ee-b2ed-f816259aebae,,,,,,RNA-based tools for developmental and regenerative biology,,,,,,01-NIH,,,,,,,U.S. Federal Government,,
23-0925-A0001-1,Karen Mruk,RNA-based tools for developmental and regenerative biology,National Institutes of Health/Department of Health and Human Services,National Institutes of Health/Department of Health and Human Services,,9/1/2021,3/22/2023,School of Pharmacy,259249,23-0925,352084,,In Closeout,8/1/2023 9:48,,,School of Pharmacy,1,PI Transfers,8/1/2023,Kristi Stockdale,Applied Research,3.00E+14,,e8dfe490-96c2-46ee-b2ed-f816259aebae,,Health Sciences,217482,281728,70356,RNA-based tools for developmental and regenerative biology,Award Created,Legacy Loader,4/24/2023 19:11,,,01-NIH,New,,,,,,U.S. Federal Government,,259249
23-0925-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:11,Status set by bulk loader,,,,,,,,,,,
23-0925-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: PI Transfers,Kristi Stockdale,8/1/2023 10:41,Change of end date and reduction to award.  ,,,,,,,,,,,
23-0925-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Kristi Stockdale,8/1/2023 10:44,PI transferred.  ,,,,,,,,,,,
24-0044-A0001,Selena Rose Gerace,TNC Industrial Decarbonization Proposal,The Nature Conservancy,The Nature Conservancy,,6/26/2023,7/1/2024,School of Energy Resources Directors Office,43831.49,24-0044,43831.49,,In Closeout,9/14/2023 9:32,,,School of Energy Resources Directors Office,0,Original Award,,,Basic Research,3.00E+14,,e901f4f0-771d-4a84-a2f6-50afdd84e129,,School of Energy Resources,38114.34,38114.34,5717.15,TNC Industrial Decarbonization Proposal,Award Created,Kristi Stockdale,9/14/2023 9:32,,,07-TNC,New,,,,,,Non-Profit Organizations,,43831.49
24-0044-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Stockdale,9/14/2023 13:50,,,,,,,,,,,,
24-0044-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kristi Stockdale,9/14/2023 13:50,,,,,,,,,,,,
24-0044-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kristi Stockdale,9/14/2023 13:50,Funded.  ,,,,,,,,,,,
24-0044-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/23/2024 14:37,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
23-1861-A0001-0,Rhiannon P. Jakopak,Wildlife Storytelling Through Short Film,Wyoming Game and Fish Department,Wyoming Game and Fish Department,,7/1/2023,12/31/2025,Haub School of Environment & Natural Resources,2000,23-1861,2000,,Active,8/3/2023 6:19,,,Haub School of Environment & Natural Resources,0,Original Award,,,Applied Research,3.00E+14,,e94f6494-7415-478f-acae-6f6a63d810af,,Haub School of Environmental & Natural Resources,2000,2000,0,Wildlife Storytelling Through Short Film,,,,,,02-WGAFD,New,,,,,,U.S. Federal Government,,2000
23-1861-A0001-1,Rhiannon P. Jakopak,Wildlife Storytelling Through Short Film,Wyoming Game and Fish Department,Wyoming Game and Fish Department,,7/1/2023,12/31/2025,Haub School of Environment & Natural Resources,2000,23-1861,2000,,Active,11/8/2023 18:30,,,Haub School of Environment & Natural Resources,1,Administrative Change,11/8/2023,Ashlee Marie Kupilik,Applied Research,3.00E+14,,e94f6494-7415-478f-acae-6f6a63d810af,,Haub School of Environmental & Natural Resources,2000,2000,0,Wildlife Storytelling Through Short Film,Award Created,Kristi Stockdale,8/3/2023 6:19,,,02-WGAFD,New,,,,,,Wyoming State Governmental Entities,,2000
23-1861-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Hargis Stockdale,8/3/2023 15:28,,,,,,,,,,,,
23-1861-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kristi Stockdale,8/3/2023 15:28,Funded,,,,,,,,,,,
23-1861-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Administrative Change,Ashlee Marie Kupilik,11/8/2023 18:30,Changing sponsor type from U.S. Federal Government to Wyoming State Governmental Entities. ,,,,,,,,,,,
23-0776-A0001,James J. Heitholt,Screening and Developing Dry Bean Lines for Reduced Input-High Profitability Systems,Wyoming Department of Agriculture,,,5/5/2021,9/1/2023,R&E Center Powell,45309,23-0776,,,Closed,4/24/2023 19:03,,,R&E Center Powell,0,Original Award,,,Applied Research,3.00E+14,,e956ec40-ad86-4f9d-9ef1-99f5716af5db,,,,,,Screening and Developing Dry Bean Lines for Reduced Input-High Profitability Systems,Award Created,Legacy Loader,4/24/2023 19:03,,,,,,,,,,U.S. Federal Government,,
23-0776-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:03,Status set by bulk loader,,,,,,,,,,,
23-0776-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to Closed. Resolution set to: Complete,Bryce William Howard,8/30/2024 16:04,"Final report attached to records and the award had been previously closed in ROAMWyo. This award is set to be placed in ""closed"" status.",,,,,,,,,,,
23-1015-A0001-0,Jill K Kline,The Community Navigator Pilot Program (CNPP),Small Business Administration,Small Business Administration,,11/1/2021,11/30/2023,Small Business Development Center,2500000,23-1015,,,Active,4/24/2023 19:16,,,Small Business Development Center,0,Original Award,,,Other Sponsored Activity,3.00E+14,,e981345f-afb8-4097-b824-a8df3180a264,,,,,,The Community Navigator Pilot Program (CNPP),,,,,,01-SBA,,,,,,,U.S. Federal Government,,
23-1015-A0001-1,Jill K Kline,The Community Navigator Pilot Program (CNPP),Small Business Administration,Small Business Administration,,11/1/2021,5/31/2024,Small Business Development Center,2500000,23-1015,2500000,,In Closeout,10/20/2023 14:26,,,Small Business Development Center,1,Sponsor Approved No Cost Extension,10/20/2023,Tashina Lemons,Other Sponsored Activity,3.00E+14,,e981345f-afb8-4097-b824-a8df3180a264,,,,,,The Community Navigator Pilot Program (CNPP),Award Created,Legacy Loader,4/24/2023 19:16,,,01-SBA,,,,,,,U.S. Federal Government,,
23-1015-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:16,Status set by bulk loader,,,,,,,,,,,
