"Proposal #","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Project #","Created Date","Total Sponsor Costs","Sponsor Deadline","add new prime sponsor","add new sponsor","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Proposal Id","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Total Sponsor Costs in Proposal","Total Direct Costs in Proposal","Total Indirect Costs in Proposal","Total Project Cost in Proposal","FY","Project Number","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Closed","Funded","Not Submitted to Sponsor","Submitted to Sponsor","In Development","Under Consideration","Under Review","Approved","Total_submitted_to_sponsor"
"25-0298-P0002","AI-powered life cycle assessment of product reuse","Jason Kelly Hawes","School of Computing","Not Submitted to Sponsor","State of Wyoming",NA,"School of Computing","6/1/2025","5/31/2026","Supplement","25-0298",2024-11-12 05:05:00,"52077","11/13/2024 12:00:00 AM",NA,NA,"ARA Fall 2024: AI-powered life cycle assessment of product reuse","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: PI Abandoned","Thomas Abraham Lentner","11/12/2024 05:05:26 PM > 11/13/2024 08:14:23 AM","Confidentiality clause in conflict with source data terms and conditions
",NA,"bb9cdcd6-3937-4030-a868-94686d2954d9","PI Abandoned",NA,NA,"Not Completed",NA,"52077","0","52077",NA,"Yes","52077","52077","0","52077","FY2025","250298A0002",NA,NA,"College of Engineering & Physical Sciences",0,0,1,0,0,0,0,0,0
"25-0261-P0001","AdaptAg Atlas:  Enhancing Irrigated Agricultural Resilience through Web-Based Water Valuation and Climate Adaptation Strategies","Bryan Leonard","Haub School of Environment & Natural Resources","Submitted to Sponsor","ADD NEW","National Institute of Food and Agriculture/Department of Agriculture","Haub School of Environment & Natural Resources","7/1/2025","6/30/2028","New","25-0261",2024-10-25 12:27:00,"320054","11/1/2024 12:00:00 AM",NA,"Desert Research Institute","DSFAS-CIN-CM/FM:  AdaptAg Atlas:  Enhancing Irrigated Agricultural Resilience through Web-Based Valuation and Climate Adaptation Strategies","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Shawn A Bunning > Thomas Abraham Lentner > Bryan Leonard > Drew Edward Bennett > Farrell Jean Rapp","10/25/2024 12:27:48 PM > 11/4/2024 01:38:55 PM > 11/4/2024 01:56:30 PM > 11/4/2024 01:59:15 PM > 11/4/2024 02:01:32 PM > 11/4/2024 02:39:37 PM > 11/4/2024 03:13:10 PM > 11/5/2024 10:41:05 AM","Updating form fields > Submitted 11/4/2024 by Pre-Award office (email to DRI)",NA,"b87bb5f1-8f33-417a-99a6-46acdcc4b818",NA,"Passes pre-award checks.  IDC capped at 30% of total funds requested.  No compliance issues identified.  Subaward application due to prime applicant ASAP.","11/4/2024 02:00:08 PM > 11/4/2024 02:39:37 PM > 11/4/2024 02:01:32 PM > 11/4/2024 03:03:05 PM > 11/4/2024 03:02:45 PM > 11/4/2024 03:02:27 PM > 11/4/2024 03:13:10 PM","Approved > Certified",NA,"224038","96016","320054","A Subrecipient","No","320054","224038","96016","320054","FY2025","250261A0001",NA,NA,"Haub School of Environment & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0491-P0001","Adaptive Survey Methods for Ambulatory Designs: A pilot study on data quality, survey non-response, and subjective engagement","Kenneth Ellis McClure","Mathematics & Statistics","Not Submitted to Sponsor","University of Wyoming",NA,"Mathematics & Statistics",NA,NA,NA,"25-0491",2025-01-24 01:54:00,NA,"2/9/2025 12:00:00 AM",NA,NA,"Adaptive Survey Methods for Ambulatory Designs: A pilot study on data quality, survey non-response, and subjective engagement","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: PI Abandoned","Kenneth Ellis McClure > Janissa Marie Analissia Martinez","1/24/2025 01:54:42 PM > 1/24/2025 02:35:50 PM","Internal funding proposal",NA,"05f1cf0a-dfdc-44c7-8380-748eb8ff579c","PI Abandoned",NA,NA,"Not Completed",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"FY2025","250491A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,1,0,0,0,0,0,0
"25-0248-P0001","Advancing Automation and Sustainability: A Holistic Approach to CEA Efficiency and Labor Solutions","Yaqoob Majeed","Electrical Engineering & Computer Science","Submitted to Sponsor","National Institute of Food and Agriculture/Department of Agriculture",NA,"Electrical Engineering & Computer Science","9/1/2025","8/31/2026","Pre-proposal","25-0248",2024-10-22 11:51:00,"50000","11/8/2024 12:00:00 AM",NA,NA,"Advancing Automation and Sustainability: A Holistic Approach to CEA Efficiency and Labor Solutions","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Assigned to SP Proposal Administrator: Kayleigh Ann Edgar > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Yaqoob Majeed > Janissa Marie Analissia Martinez > Farrell Jean Rapp > John Ruess","10/22/2024 11:51:34 AM > 10/22/2024 12:14:25 PM > 10/23/2024 03:29:07 PM > 10/23/2024 03:30:17 PM > 11/1/2024 04:28:36 PM > 11/4/2024 03:29:52 PM > 11/4/2024 05:15:12 PM > 11/4/2024 05:15:40 PM > 11/6/2024 04:02:16 PM","Update admin use only > submitted",NA,"520b093a-7e49-4d6c-86e2-819b636ba66c",NA,NA,"11/4/2024 10:01:01 AM > 11/4/2024 03:29:52 PM > 11/4/2024 04:14:55 PM > 11/4/2024 03:47:58 PM > 11/4/2024 05:15:40 PM","Approved > Certified",NA,"35000","15000","50000",NA,"Yes","50000","35000","15000","50000","FY2025","250248A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0280-P0001","An Experimental Examination of Data Quality in Remote Patient Reported Outcomes Measurement","Kenneth Ellis McClure","Mathematics & Statistics","Not Submitted to Sponsor","University of Wyoming",NA,"Mathematics & Statistics","7/1/2025","4/30/2027","New","25-0280",2024-10-30 04:43:00,NA,"11/11/2024 12:00:00 AM",NA,NA,"An Experimental Examination of Data Quality in Remote Patient Reported Outcomes Measurement","Proposal Created > Status was changed from: In Development to Closed. Resolution set to: PI Abandoned","Kenneth Ellis McClure > Kayleigh Ann Edgar","10/30/2024 04:43:45 PM > 11/11/2024 10:30:25 AM","Internal proposal for INBRE, no review needed",NA,"479dddc7-921e-4a71-bbd6-a7e809b8beff","PI Abandoned",NA,NA,"Not Completed",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"FY2025","250280A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,1,0,0,0,0,0,0
"25-0493-P0001","Artificial Intelligence in Pre-clinical Drug Development for AD/ADRD","Khaled M. Elokely","School of Pharmacy","Submitted to Sponsor","Temple University","National Institute on Aging/National Institutes of Health/Department of Health and Human Services","School of Pharmacy","12/1/2025","11/30/2030","New","25-0493",2025-01-27 09:29:00,"1649262","2/13/2025 12:00:00 AM",NA,NA,"AI/ML driven preclinical development of Sigma-2 ligands for the treatment of Alzheimer's Disease","Proposal Created > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Under Review > Status was changed from: Under Review to Submitted to Sponsor","Kara Ann Enyeart > Marissa K. Gannon > Khaled M. Elokely > Farrell Jean Rapp","1/27/2025 09:29:34 AM > 2/6/2025 08:19:29 AM > 2/6/2025 08:30:21 AM > 2/6/2025 10:21:21 AM > 2/12/2025 01:32:34 PM > 2/12/2025 01:33:06 PM","Submitted to Temple",NA,"82358d56-77cf-4dc6-ad41-1993e1318919",NA,"Passes pre-award checks > I have reviewed and approve this project.  If awarded, it will be the first major grant related to AI in the School.  This is an exciting opportunity.","2/6/2025 08:29:13 AM > 2/6/2025 08:30:21 AM > 2/6/2025 09:17:42 AM > 2/6/2025 08:45:07 AM > 2/6/2025 10:21:21 AM","Approved > Not Completed > Certified",NA,"1162263","486999","1649262","A Subrecipient","No","1649262","1162263","486999","1649262","FY2025","250493A0001",NA,NA,"College of Health Sciences",0,0,0,1,0,0,0,0,1
"25-0130-P0001","Assessing Pain-Related Knowledge and Practices Among Secondary School Student-Athletes and Athletic Trainers","Francesca Genoese","Kinesiology & Health","In Development","Wyoming Department of Health",NA,"Kinesiology & Health",NA,NA,"New","25-0130",2024-09-11 03:49:00,NA,NA,NA,NA,"Assessing Pain-Related Knowledge and Practices Among Secondary School Student-Athletes and Athletic Trainers","Proposal Created","Francesca Genoese","9/11/2024 03:49:30 PM",NA,NA,"bec0e8fc-c494-432c-a98a-8adf0ac7990d",NA,NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"FY2025","250130A0001",NA,NA,"College of Health Sciences",0,0,0,0,1,0,0,0,0
"25-0025-P0001","Assessment of a new MAGL inhibitor as a potential agent for managing opioid use disorder","Khaled M. Elokely","School of Pharmacy","Submitted to Sponsor","Temple University","National Institute on Drug Abuse/National Institutes of Health/Department of Health and Human Services","School of Pharmacy","4/1/2025","3/31/2030","New","25-0025",2024-07-18 09:35:00,"310127","8/2/2024 12:00:00 AM",NA,NA,"Assessment of a new MAGL inhibitor as a potential agent for managing opioid use disorder","Proposal Created > Status was changed from: In Development to Under Review > Certified > Form was edited in 'Under Review' status > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","John Ruess > Khaled M. Elokely > Farrell Jean Rapp > Inna Willis","7/18/2024 09:35:02 AM > 7/29/2024 09:55:23 PM > 7/30/2024 08:05:55 AM > 7/31/2024 04:38:32 PM > 8/1/2024 01:37:41 PM > 8/2/2024 09:08:28 AM > 8/2/2024 09:09:08 AM > 8/12/2024 12:26:12 PM","PI submitted",NA,"c70441e7-1a60-418d-8426-a3e25c5e4865",NA,"The ""College, Unit, or Department Fiscal Manager"" should be changed from Leslie Darnall Montoya to Karly Bentz.","7/30/2024 07:57:26 AM > 7/30/2024 08:05:55 AM > 8/2/2024 08:49:31 AM > 7/31/2024 01:36:58 PM > 8/2/2024 09:09:09 AM","Approved > Certified",NA,"229012","81115","310127","A Subrecipient","No","310127","229012","81115","310127","FY2025","250025A0001",NA,NA,"College of Health Sciences",0,0,0,1,0,0,0,0,1
"24-1100-P0001","B Cell Function & Protection to Brucellosis","David W Pascual","Veterinary Science","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",NA,"Veterinary Science","3/1/2025","2/28/2027","Resubmission","24-1100",2024-06-24 10:14:00,"397375","7/10/2024 12:00:00 AM",NA,NA,"B Cell Function & Protection to Brucellosis","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Form was edited in 'Submitted to Sponsor' status","John Ruess > Inna Willis > Raphael Victor Vanderstichel > David W Pascual > Farrell Jean Rapp","6/24/2024 10:14:21 AM > 6/25/2024 12:50:55 PM > 6/28/2024 02:22:09 PM > 7/1/2024 02:50:33 PM > 7/3/2024 08:54:39 AM > 7/8/2024 08:51:00 AM > 7/10/2024 09:53:56 AM > 7/10/2024 09:59:07 AM","Submitted 07/10/2024 via ASSIST.",NA,"5ab8ab43-071a-4840-82ff-8d949fd085ad",NA,"Please note not all credit has been issued > Please note that not all credit has been issued","6/28/2024 02:22:22 PM > 7/3/2024 08:54:39 AM > 7/1/2024 02:50:33 PM > 7/4/2024 07:33:38 AM > 7/3/2024 04:28:37 PM > 7/3/2024 04:28:23 PM > 7/3/2024 04:28:16 PM > 7/8/2024 08:51:00 AM","Approved > Certified",NA,"275000","122375","397375",NA,"Yes","397375","275000","122375","397375","FY2024","241100A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"24-1090-P0001","BRC-BIO: Investigating the role of hypothalamic cell types and circuits in social thermoregulation","Nicole Lara Bedford","Zoology & Physiology","Submitted to Sponsor","National Science Foundation",NA,"Zoology & Physiology","1/1/2025","12/31/2027","New","24-1090",2024-06-18 03:00:00,"499808","7/1/2024 12:00:00 AM",NA,NA,"BRC-BIO: Investigating the role of hypothalamic cell types and circuits in social thermoregulation","Proposal Created > Status was changed from: In Development to Under Review > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Nicole Lara Bedford > Inna Willis > John Ruess > Adam C. Nelson > Farrell Jean Rapp","6/18/2024 03:00:27 PM > 6/18/2024 03:50:30 PM > 6/25/2024 01:29:06 PM > 6/27/2024 02:27:11 PM > 6/27/2024 02:31:12 PM > 6/27/2024 02:38:53 PM > 6/27/2024 03:13:59 PM > 6/28/2024 10:23:07 AM > 7/1/2024 03:45:41 PM","edits > submitted",NA,"333e60e0-b52b-414a-8006-7447b3d2ecea",NA,NA,"6/27/2024 02:31:21 PM > 6/27/2024 03:13:59 PM > 6/27/2024 02:38:53 PM > 6/28/2024 06:57:04 AM > 6/28/2024 06:57:00 AM > 6/28/2024 06:56:55 AM > 6/28/2024 10:23:07 AM","Approved > Certified",NA,"370174","129635","499808",NA,"Yes","499808","370174","129635","499808","FY2024","241090A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0282-P0001","Bioactive hydrogels from plant-derived polymers","Roberta Maia Sabino","Chemical & Biomedical Engineering","In Development","National Science Foundation",NA,"Chemical & Biomedical Engineering","8/1/2025","7/31/2028","New","25-0282",2024-10-30 10:19:00,"359976","3/15/2025 12:00:00 AM",NA,NA,"Bioactive hydrogels from plant-derived polymers","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner","Roberta Maia Sabino > Janissa Marie Analissia Martinez","10/30/2024 10:19:57 PM > 10/31/2024 10:38:44 AM",NA,NA,"0e29325f-e669-4c8c-aa20-74c4f2f78889",NA,NA,NA,"Not Yet Active",NA,"261591","98385","359976","A collaborative proposal","No","359976","261591","98385","359976","FY2025","250282A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,0,1,0,0,0,0
"25-0565-P0001","Bioeconomic Assessment of Regenerative Grazing Systems in Organic Transitioning Sheep Farms Across Diverse Climatic Regions","Paulo De Mello Tavares Lima","Animal Science","In Development","Oregon State University","Oregon State University","Animal Science",NA,NA,"New","25-0565",2025-02-21 04:21:00,NA,"3/6/2025 12:00:00 AM",NA,NA,"Bioeconomic Assessment of Regenerative Grazing Systems in Organic Transitioning Sheep Farms Across Diverse Climatic Regions","Proposal Created","Paulo De Mello Tavares Lima","2/21/2025 04:21:06 PM",NA,NA,"5de2bf34-44a5-4cec-85d2-cf870b1947c1",NA,NA,NA,"Not Yet Active",NA,NA,NA,NA,"A Subrecipient","No",NA,NA,NA,NA,"FY2025","250565A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,0,1,0,0,0,0
"25-0020-P0001","Biological Network Modeling with Dynamics-Derived Geometry, Topology and Wavelets","Dane Robert Taylor","School of Computing","Submitted to Sponsor","National Science Foundation",NA,"School of Computing","6/1/2025","5/31/2030","New","25-0020",2024-07-15 05:06:00,"4e+05","7/24/2024 12:00:00 AM",NA,NA,"CAREER: Biological Network Modeling with Dynamics-Derived Geometry, Topology and Wavelets","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Form was edited in 'Approved' status > Status was changed from: Approved to Submitted to Sponsor > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Dane Robert Taylor > John Ruess > Kristi Hargis Stockdale > Farrell Jean Rapp > Inna Willis","7/15/2024 05:06:52 PM > 7/18/2024 05:57:24 PM > 7/19/2024 09:22:57 AM > 7/19/2024 09:34:12 AM > 7/19/2024 03:26:53 PM > 7/19/2024 03:27:58 PM > 7/20/2024 05:10:50 PM > 7/23/2024 08:04:39 AM > 7/24/2024 09:17:34 AM > 7/24/2024 12:18:44 PM > 7/24/2024 12:29:04 PM > 1/21/2025 08:25:10 AM","edits > Submitted to NSF through Research.gov 7/24/2024 > Per notification from NSF.",NA,"d906cc9d-e601-4061-b9ac-ed0b0c7a7c48","Not Funded","Updating budget justification","7/19/2024 03:26:54 PM > 7/19/2024 03:28:06 PM > 7/20/2024 05:10:50 PM > 7/23/2024 07:26:02 AM > 7/22/2024 02:01:32 PM > 7/23/2024 08:04:40 AM","Declined > Approved > Certified",NA,"294340","105660","4e+05",NA,"Yes","400000","294340","105660","400000","FY2025","250020A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0132-P0001","Breakthrough Strategies for Selective PI3K/AKT/mTOR Pathway Inhibition in Advanced Cancer Therapeutics","Khaled M. Elokely","School of Pharmacy","Submitted to Sponsor","Department of Defense",NA,"School of Pharmacy","9/30/2025","8/31/2028","New","25-0132",2024-09-11 10:13:00,"650250","9/26/2024 12:00:00 AM",NA,NA,"Breakthrough Strategies for Selective PI3K/AKT/mTOR Pathway Inhibition in Advanced Cancer Therapeutics","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Khaled M. Elokely > John Ruess > Farrell Jean Rapp","9/11/2024 10:13:17 PM > 9/16/2024 11:53:13 AM > 9/18/2024 01:53:15 PM > 9/18/2024 01:56:33 PM > 9/18/2024 01:56:47 PM > 9/18/2024 01:57:06 PM > 9/18/2024 01:58:33 PM > 9/20/2024 09:44:43 AM > 9/24/2024 09:56:49 AM","add S2S form > S2S info > Submitted GRANT14258556",NA,"06d85b8d-191f-4285-9597-61b4e5e6c18a",NA,"I have reviewed and approve.","9/18/2024 01:57:15 PM > 9/18/2024 01:58:33 PM > 9/19/2024 04:47:44 PM > 9/19/2024 02:55:41 PM > 9/20/2024 09:44:44 AM","Approved > Certified",NA,"450000","200250","650250",NA,"Yes","650250","450000","200250","650250","FY2025","250132A0001",NA,NA,"College of Health Sciences",0,0,0,1,0,0,0,0,1
"25-0189-P0001","Breathing Easy: Validating Voc Sensor Technology For Enhanced Rangeland Livestock Monitoring","Dana Kristen Dittoe","Animal Science","Submitted to Sponsor","National Institute of Food and Agriculture/Department of Agriculture",NA,"Animal Science","4/1/2025","3/31/2027","New","25-0189",2024-10-02 01:33:00,"299884","10/3/2024 12:00:00 AM",NA,NA,"Breathing Easy: Validating VOC Sensor Technology For Enhanced Rangeland Livestock Monitoring","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Dana Kristen Dittoe > Thomas Abraham Lentner > Elizabeth Di Russo Case > Paulo De Mello Tavares Lima > Debashis Dutta > Cody Lynn Gifford > Hannah Crocker Cunningham > Farrell Jean Rapp > John Ruess","10/2/2024 01:33:29 PM > 10/2/2024 04:22:14 PM > 10/2/2024 04:58:21 PM > 10/2/2024 06:02:23 PM > 10/3/2024 08:27:02 AM > 10/3/2024 08:27:29 AM > 10/3/2024 08:27:54 AM > 10/3/2024 08:33:36 AM > 10/3/2024 09:08:12 AM > 10/3/2024 01:01:02 PM > 10/3/2024 02:22:18 PM > 10/3/2024 02:23:09 PM > 10/3/2024 03:49:57 PM","Moving to development to update form fields and connect to submission module (S2S)
 > submitted",NA,"bbb5dfd9-a4c9-40e3-a46d-3d1167ce9990",NA,NA,"10/3/2024 08:25:09 AM > 10/3/2024 01:01:02 PM > 10/3/2024 09:08:12 AM > 10/3/2024 08:33:36 AM > 10/3/2024 08:27:54 AM > 10/3/2024 08:27:29 AM > 10/3/2024 08:27:02 AM > 10/3/2024 02:17:54 PM > 10/3/2024 01:50:41 PM > 10/3/2024 01:18:07 PM > 10/3/2024 01:17:57 PM > 10/3/2024 01:14:23 PM > 10/3/2024 02:23:10 PM","Approved > Certified",NA,"212864","87020","299884",NA,"Yes","299884","212864","87020","299884","FY2025","250189A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0445-P0001","Bridging the Gap: Leveraging Community Colleges to Recruit Secondary STEM Teachers in Rural Serving Institutions","Miriam Marie Sanders","School of Teacher Education","Submitted to Sponsor","Spencer Foundation",NA,"School of Teacher Education","8/18/2025","8/16/2030","New","25-0445",2025-01-15 03:45:00,NA,"2/11/2025 12:00:00 AM",NA,NA,"Bridging the Gap: Leveraging Community Colleges to Recruit Secondary STEM Teachers in Rural Serving Institutions","Proposal Created > Assigned to SP Proposal Administrator: Janissa Marie Analissia Martinez > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Miriam Marie Sanders > Marissa K. Gannon > Janissa Marie Analissia Martinez > Jonathan W Carrier > Mark Perkins > Emanuel Eidin > Farrell Jean Rapp","1/15/2025 03:45:55 PM > 1/16/2025 08:49:37 AM > 2/4/2025 12:24:08 PM > 2/4/2025 12:24:55 PM > 2/4/2025 12:25:09 PM > 2/4/2025 12:33:04 PM > 2/4/2025 01:06:59 PM > 2/4/2025 01:35:47 PM > 2/5/2025 02:43:05 PM > 2/10/2025 02:20:32 PM > 2/14/2025 08:21:49 AM","update form fields > Submitted and signed 2/14/2025.",NA,"0d17a719-8dec-4b2d-858b-827b69df1ce4",NA,"Passes pre-award checks > AP approved sponsor indirect cost limitation.","2/4/2025 12:32:05 PM > 2/5/2025 02:43:05 PM > 2/4/2025 01:35:47 PM > 2/4/2025 01:06:59 PM > 2/4/2025 12:33:04 PM > 2/10/2025 01:34:17 PM > 2/6/2025 10:47:55 AM > 2/6/2025 10:47:48 AM > 2/6/2025 09:27:38 AM > 2/10/2025 02:20:35 PM","Approved > Certified",NA,"416434","62465",NA,NA,"Yes","$478900","416434","62465","$478900","FY2025","250445A0001",NA,NA,"College of Education",0,0,0,1,0,0,0,0,1
"24-1054-P0001","Broadband Microwave Spectromicroscopy","Alexander Paul Petrovic","Physics & Astronomy","Funded","Arizona State University",NA,"Physics & Astronomy","7/15/2024","1/15/2025","New","24-1054",2024-05-28 02:12:00,"28491","6/7/2024 12:00:00 AM",NA,NA,"Broadband Microwave Spectromicroscopy","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Form was edited in 'Approved' status > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","Thomas Abraham Lentner > Alexander Paul Petrovic > Farrell Jean Rapp > Kristi Hargis Stockdale","5/28/2024 02:12:43 PM > 5/29/2024 08:43:15 AM > 5/29/2024 07:35:06 PM > 6/6/2024 05:56:52 PM > 6/10/2024 08:24:15 AM > 6/12/2024 01:39:48 PM > 6/21/2024 09:12:42 AM > 8/15/2024 12:02:21 PM","Certified. > Submitted to sponsor prior to Pre-Award review. > Funded.",NA,"e363673f-987e-4886-94d5-019cfda54fe3",NA,"Passes pre-award checks.  PI applied for Indirect cost waiver, approval forthcoming.  Routing for internal review and approval. > Certified. > I approve.","6/6/2024 04:48:58 PM > 6/6/2024 05:56:52 PM > 6/7/2024 09:57:14 AM > 6/6/2024 09:26:10 PM > 6/10/2024 08:24:15 AM","Approved > Certified",NA,"28491","0","28491",NA,"Yes","28491","28491","0","28491","FY2024","241054A0001",28491,"NONE","College of Engineering & Physical Sciences",0,1,0,0,0,0,0,0,1
"25-0120-P0001","Brush Pile Burning Effects Of Soil Health From The Scar To Ecosystem Scale","Jennifer Kay Bell","Ecosystem Science & Management","Submitted to Sponsor","ADD NEW","National Institute of Food and Agriculture/Department of Agriculture","Ecosystem Science & Management","1/1/2025","12/31/2027","New","25-0120",2024-09-09 12:58:00,"217655","9/10/2024 12:00:00 AM",NA,"The Morton Arboretum","Brush Pile Burning Effects Of Soil Health From The Scar To Ecosystem Scale","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Thomas Abraham Lentner > Jennifer Kay Bell > Farrell Jean Rapp","9/9/2024 12:58:01 PM > 9/9/2024 04:18:40 PM > 9/9/2024 04:19:06 PM > 9/9/2024 04:19:40 PM > 9/10/2024 10:15:13 AM > 9/10/2024 10:28:01 AM > 9/11/2024 08:09:02 AM","Updating form field - missed something > Submitted 09/11/2024",NA,"67228279-a6a7-4669-9795-79aefbfec38e",NA,"Passes pre-award checks.  Standard IDC is under 30% TFFA cap.  Subaward from Morton Arboretum","9/9/2024 04:22:05 PM > 9/10/2024 10:15:13 AM > 9/10/2024 10:16:36 AM > 9/10/2024 10:16:32 AM > 9/10/2024 10:28:01 AM","Approved > Certified",NA,"158017","59638","217655","A Subrecipient","No","217655","158017","59638","217655","FY2025","250120A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"24-0982-P0001","CAREER: Investigating Host Response in the Pathogenesis of FV3 (Ranavirus sp) in Wood Frogs, Rana sylvatica (Lithobates sylvaticus)","Maria Forzan","Veterinary Science","Funded","National Science Foundation",NA,"Veterinary Science","8/1/2024","7/31/2028","Transfer","24-0982",2024-04-26 09:10:00,"1016339","6/14/2024 12:00:00 AM",NA,NA,"CAREER: Investigating Host Response in the Pathogenesis of FV3 (Ranavirus sp) in Wood Frogs, Rana sylvatica (Lithobates sylvaticus)","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","Tashina Lemons > Thomas Abraham Lentner > Maria Forzan > Farrell Jean Rapp","4/26/2024 09:10:32 AM > 4/26/2024 10:37:30 AM > 7/12/2024 04:37:18 PM > 7/12/2024 04:37:34 PM > 7/12/2024 04:38:32 PM > 7/15/2024 10:15:03 AM > 7/17/2024 01:53:03 PM > 7/22/2024 07:17:27 AM > 8/8/2024 02:18:04 PM","Updating form fields > Submitted.  NSF Award # 2041443 > Funded. Award rec'd",NA,"d7b590b3-f37c-4678-9920-5487e1841901",NA,"Transfer of CAREER grant for Dr. Forzan.  Passes pre-award checks. > Please remove Corie Owen, she is no longer employed by UW and add Tori Henderson","7/12/2024 04:39:30 PM > 7/15/2024 10:15:03 AM > 7/15/2024 05:52:13 PM > 7/15/2024 05:52:07 PM > 7/17/2024 01:53:03 PM","Approved > Certified",NA,"747515","268824","1016339",NA,"Yes","1016339","747515","268824","1016339","FY2024","240982A0001",508350,"445MTDC1","College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,0,0,0,1
