"Proposal #","Project Title","PI","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","PI Unit","sponsor type","Sponsor Org Type","Created Date","Total Sponsor Costs","Sponsor Deadline","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Actual_Submission_Date","Actual_Funding_Date","FY","Project Number","Project Status","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Funded","Submitted to Sponsor","Under Consideration","Not Funded","Transfer","Total_submitted_to_sponsor","First_Proposal_Submission_Date","First_Federal_Grant_Submission_Date","Matched_Pattern","Project Manager","Joining Date","Total Start Up Funds","Months_to_submit_first_proposal","Months_to_submit_first_federal_grant"
"25-0335-P0001","Multi-Scale Modeling of Wood Degradation for Civil Infrastructure","Garrett Andrew Tatum","Submitted to Sponsor","The Ohio State University","National Science Foundation","Civil & Architectural Engineering & Construction Management","8/13/2024","8/12/2027","New",NA,"25-0335","Civil & Architectural Engineering & Construction Management","Institutions of Higher Education",NA,"11/21/2024 11:05:00 am","93079","12/13/2024","Multi-Scale Modeling of Wood Degradation for Civil Infrastructure","Proposal Created","Garrett Andrew Tatum","11/21/2024 11:04:59 am",NA,NA,NA,"NSF subaward via OSU.  Passes preaward checks","12/11/2024 11:58:19 am","Approved",NA,"68850","24229",93079,"A Subrecipient","No",2024-12-16 17:46:01,NA,"FY2025","250335A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-10-09,2024-10-09,"Garrett.*Tatum","Garrett Tatum",2024-08-20," 200000.00",1.7,1.7
"25-0178-P0001","Multifunctional Coatings for Vascular Grafts: Preventing Thrombosis, Infection, and Enhancing Endothelialization","Roberta Maia Sabino","Submitted to Sponsor","ADD NEW","National Institutes of Health/Department of Health and Human Services","Chemical & Biomedical Engineering","7/1/2025","6/30/2028","New",NA,"25-0178","Chemical & Biomedical Engineering","U.S. Federal Government",NA,"9/27/2024 03:05:28 pm","181943","10/11/2024","Multifunctional Coatings for Vascular Grafts: Preventing Thrombosis, Infection, and Enhancing Endothelialization","Proposal Created","Roberta Maia Sabino","9/27/2024 03:05:27 pm",NA,NA,NA,NA,"10/7/2024 08:01:37 am","Approved",NA,"133919","48024",181943,"A Subrecipient","No",2024-11-13 15:29:19,NA,"FY2025","250178A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2023-10-05,2023-10-05,"Roberta.*Maia","Roberta Maia",2023-08-22," 256000.00",1.5,1.5
"25-0281-P0001","Multimodal Sensing System for Enhanced Plant Monitoring and Sustainable Resource Management in Greenhouse Environments","Yaqoob Majeed","Submitted to Sponsor","National Institute of Food and Agriculture/Department of Agriculture",NA,"Electrical Engineering & Computer Science","8/1/2025","7/31/2027","New",NA,"25-0281","Electrical Engineering & Computer Science","U.S. Federal Government",NA,"10/30/2024 04:44:33 pm","255746","11/14/2024","Multimodal Sensing System for Enhanced Plant Monitoring and Sustainable Resource Management in Greenhouse Environments","Proposal Created","Yaqoob Majeed","10/30/2024 04:44:32 pm",NA,NA,NA,NA,"11/12/2024 11:03:12 am","Approved",NA,"188689","67057",255746,NA,"Yes",2024-11-15 15:17:32,NA,"FY2025","250281A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-09-20,2024-11-06,"Yaqoob.*Majeed","Yaqoob Majeed",2024-08-20," 461700.00",1,2.6
"24-0161-P0001","Multiscale Anomaly Detection in Spatio-Temporal Multilayer Networks Encoding Human Mobility","Dane Robert Taylor","Transfer","National Science Foundation",NA,"School of Computing","9/1/2023","8/31/2026","Transfer",NA,"24-0161","School of Computing","U.S. Federal Government",NA,"8/13/2023 03:58:14 pm","250000","9/1/2023","ATD: Multiscale Anomaly Detection in Spatio-Temporal Multilayer Networks Encoding Human Mobility","Proposal Created","Farrell Jean Rapp","8/13/2023 03:58:14 pm",NA,NA,NA,NA,"8/18/2023 01:17:16 pm","Approved",NA,"196090","53910",250000,NA,"Yes",2023-08-18 22:34:00,2024-02-07 09:27:35,"FY2024","240161A0001","ACTIVE",250000,"445MTDC1","College of Engineering & Physical Sciences",0,0,0,0,1,0,2023-08-18,2023-08-18,"Dane.*Taylor","Dane Taylor",2023-08-22," 183642.98",-0.1,-0.1
"24-0653-P0001","Multisectoral Partnerships to Chronicle and Assess the Impact of Climate Change Disaster Events on Affordable Housing and Mental Health Outcomes in Underserved Communities","Lauren Rose Gilbert","Funded","University of Houston","ADD NEW","Kinesiology & Health","10/1/2023","8/31/2025","New",NA,"24-0653","Kinesiology & Health","U.S. Federal Government","Institution of Higher Education - State","12/15/2023 04:10:55 pm","80392","2/13/2024","Multisectoral Partnerships to Chronicle and Assess the Impact of Climate Change Disaster Events on Affordable Housing and Mental Health Outcomes in Underserved Communities","Proposal Created","Lauren Rose Gilbert","12/15/2023 04:10:55 pm",NA,NA,NA,NA,"2/8/2024 08:31:43 am","Approved",NA,"51866","28526",80392,"A Subrecipient","No",2024-02-13 16:42:46,2024-11-01 15:34:54,"FY2024","240653A0001","ACTIVE",36920,"445MTDC1","College of Health Sciences",1,0,0,0,0,1,2023-11-14,2023-11-14,"Lauren.*Gilbert","Lauren Gilbert",2023-08-22,"  73331.50",2.8,2.8
"24-1012-P0001","NASA MAP 2024","Masanori Saito","Submitted to Sponsor","National Aeronautics and Space Administration","National Aeronautics and Space Administration","Atmospheric Science","1/1/2025","12/31/2028","New",NA,"24-1012","Atmospheric Science","U.S. Federal Government",NA,"5/8/2024 09:52:55 am","30330","6/8/2024","Characterizing the Variability of Dust Mineralogy, Dust-borne Nutrients and Direct Radiative Effect Over the Past Two Decades","Proposal Created","Masanori Saito","5/8/2024 09:52:54 am",NA,NA,NA,NA,"6/4/2024 10:02:06 am","Approved",NA,"20990","9340",30330,"A Subrecipient","No",2024-06-10 19:59:10,NA,"FY2024","241012A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"25-0349-P0001","NASA PACE 2024","Masanori Saito","Submitted to Sponsor","University of Michigan","National Aeronautics and Space Administration","Atmospheric Science","9/1/2025","8/31/2028","New",NA,"25-0349","Atmospheric Science","Institutions of Higher Education",NA,"12/3/2024 08:43:33 am","248914","1/9/2025","Space-based characterization of airborne pollen aerosols with PACE retrievals","Proposal Created","Masanori Saito","12/3/2024 08:43:32 am",NA,NA,NA,NA,"1/6/2025 08:50:30 am","Approved",NA,"183795","65119",248914,"A Subrecipient","No",2025-01-07 14:42:10,NA,"FY2025","250349A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"25-0319-P0001","NASA PMMCCST 2024","Masanori Saito","Submitted to Sponsor","National Aeronautics and Space Administration",NA,"Atmospheric Science","5/20/2025","5/19/2028","New",NA,"25-0319","Atmospheric Science","U.S. Federal Government",NA,"11/17/2024 08:07:16 pm","504231","11/20/2024","Characterizing 3D Climatology of Liquid, Ice, and Mixed-Phase Cloud Properties Using CALIPSO-CloudSat Measurements and Bridging Toward The EarthCARE and AOS Missions","Proposal Created","Masanori Saito","11/17/2024 08:07:15 pm",NA,NA,NA,NA,"11/19/2024 08:25:42 am","Approved",NA,"360485","143746",504231,NA,"Yes",2024-11-20 23:51:11,NA,"FY2025","250319A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"24-0148-P0001","NASA ROSES-2023 A.39 ECIPES","Masanori Saito","Not Funded","National Aeronautics and Space Administration",NA,"Atmospheric Science","2/11/2024","2/10/2027","New",NA,"24-0148","Atmospheric Science","U.S. Federal Government",NA,"8/8/2023 02:51:00 pm","289285","8/11/2023","Improving the cloud and precipitating hydrometeor type classification using the A-Train active sensor observations with a physics-based approach","Proposal Created","Masanori Saito","8/8/2023 02:51:00 pm",NA,NA,"Not Funded",NA,"8/9/2023 09:49:19 am","Approved",NA,"210656","78629",289285,NA,"Yes",2023-08-11 17:02:49,NA,"FY2024","240148A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"25-0021-P0001","NASA ROSES-2024 A.28 Remote Sensing Theory","Masanori Saito","Submitted to Sponsor","National Aeronautics and Space Administration",NA,"Atmospheric Science","6/16/2025","6/15/2027","New",NA,"25-0021","Atmospheric Science","U.S. Federal Government",NA,"7/16/2024 12:40:08 pm","387175","9/16/2024","The development and validation of a radiative correction method for the cloud 3D effects for passive cloud remote sensing","Proposal Created","Masanori Saito","7/16/2024 12:40:07 pm",NA,NA,NA,NA,"9/10/2024 01:32:03 pm","Approved",NA,"250959","136216",387216,NA,"Yes",2024-09-16 19:25:58,NA,"FY2025","250021A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"24-1077-P0001","NASA USPI 2024","Masanori Saito","Not Funded","National Aeronautics and Space Administration",NA,"Atmospheric Science","1/19/2025","1/18/2030","New",NA,"24-1077",NA,"U.S. Federal Government",NA,"6/10/2024 11:12:12 am","574703","7/19/2024","Developing a physics-based remote sensing algorithm for characterizing aerosol species and optical properties using a state-of-the-art triplewavelength Raman lidar in support of the CALIGOLA mission","Proposal Created","Masanori Saito","6/10/2024 11:12:12 am",NA,NA,"Not Funded",NA,"7/16/2024 03:28:57 pm","Approved",NA,"415867","158836",574703,NA,"Yes",2024-07-19 21:25:11,NA,"FY2025","241077A0001",NA,NA,NA,NA,0,0,0,1,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"25-0190-P0001","NSF RII FEC","Ankit Saxena","Submitted to Sponsor","National Science Foundation",NA,"Mechanical Engineering","9/1/2025","8/31/2029","New",NA,"25-0190","Mechanical Engineering","U.S. Federal Government",NA,"10/2/2024 07:09:14 pm","1750000","1/28/2025","FEC: Northern Consortia for Use-Inspired Advanced Materials, Manufacturing and Design to Accelerate Economic Prosperity (North Country)","Proposal Created","Ankit Saxena","10/2/2024 07:09:14 pm",NA,NA,NA,"Passes Pre-award checks.","1/24/2025 10:29:14 am","Approved",NA,"$1312984","$437016",1750000,"A collaborative proposal","No",2025-01-28 21:27:32,NA,"FY2025","250190A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-10-07,2024-10-07,"Ankit.*Saxena","Ankit Saxena",2024-08-20," 205783.00",1.6,1.6
"25-0294-P0001","NSF-MRI-track 2-23519: Development of a Tabletop LHe-Free Cryogenic Modular Nanophotonic System","Yu-Tsung Tsai","Submitted to Sponsor","National Science Foundation",NA,"Physics & Astronomy","9/1/2025","8/31/2028","New",NA,"25-0294","Physics & Astronomy","U.S. Federal Government",NA,"11/6/2024 10:10:13 am","2611692","11/15/2024","NSF-MRI-track 2-23519: Development of a Tabletop LHe-Free Cryogenic Modular Nanophotonic System with a 3D Vector Magnet (Opticnano3DM)","Proposal Created","Thomas Abraham Lentner","11/6/2024 10:10:12 am",NA,NA,NA,NA,"11/12/2024 09:54:05 am","Approved",NA,"2408530","203161",2611692,NA,"Yes",2024-11-16 00:35:27,NA,"FY2025","250294A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-10-04,2024-10-04,"Yu-Tsung.*Tsai","Yu-Tsung Tsai",2024-01-09," 595000.00",9,9
"24-1103-P0001","National Forest Foundation Collaborative Capacity Program","Melanie Armstrong","Submitted to Sponsor","National Forest Foundation",NA,"Haub School of Environment & Natural Resources","9/15/2024","9/14/2026","New",NA,"24-1103","Haub School of Environment & Natural Resources","Non-Profit Organizations","Non-Profit","6/24/2024 12:02:42 pm","150000","7/12/2024","Wyoming Tribal Engagement Strategy for Co-Stewardship of Forest Lands","Proposal Created","Melanie Armstrong","6/24/2024 12:02:42 pm",NA,NA,NA,"Project uses 17.5% CESU IDC rate - project is funded by NFF, but involves significant work with USFS under CESU task agreement.  Much of the budget is allocated to participant support costs.","7/12/2024 01:08:47 pm","Approved",NA,"144549","5451",150000,NA,"Yes",2024-07-22 13:20:09,NA,"FY2025","241103A0001",NA,NA,NA,"Haub School of Environment & Natural Resources",0,1,0,0,0,1,2024-07-22,2024-08-29,"Melanie.*Armstrong","Melanie Armstrong",2023-01-03,"  69000.00",18.9,20.1
"25-0387-P0001","Navigating change: leveraging data synthesis across disciplines to understand the impacts of shifting caribou distribution and abundance on local communities","Ellen Overton Aikens","Submitted to Sponsor","National Science Foundation",NA,"School of Computing","9/1/2025","8/31/2030","New",NA,"25-0387","School of Computing,Haub School of Environment & Natural Resources","U.S. Federal Government",NA,"12/19/2024 12:24:14 pm","399172","1/15/2025","Navigating change: leveraging data synthesis across disciplines to understand the impacts of shifting caribou distribution and abundance on local communities","Proposal Created","Ellen Overton Aikens","12/19/2024 12:24:13 pm",NA,NA,NA,"Passes pre-award checks.","1/10/2025 03:51:31 pm","Approved",NA,"276243","122928",399172,"A collaborative proposal","No",2025-01-14 19:06:25,NA,"FY2025","250387A0001",NA,NA,NA,NA,0,1,0,0,0,1,2023-12-08,2023-12-08,"Ellen.*Aikens","Ellen Aikens",2023-08-22," 475000.00",3.6,3.6
"25-0488-P0001","Nevada NSF EPSCoR FEC-RII","Masanori Saito","Submitted to Sponsor","National Science Foundation",NA,"Atmospheric Science","7/1/2025","6/30/2029","New",NA,"25-0488","Atmospheric Science","U.S. Federal Government",NA,"1/24/2025 08:18:17 am","1080636","1/28/2025","Collaborative Research: FEC: Optical Properties of Mineral Dust Aerosols: Building Capacity for Use-Inspired Applications Through Experimental and Theoretical Investigations","Proposal Created","Masanori Saito","1/24/2025 08:18:16 am",NA,NA,NA,NA,"1/27/2025 02:43:32 pm","Certified",NA,"777304","303332",1080636,"A collaborative proposal","No",2025-01-28 22:48:43,NA,"FY2025","250488A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"24-0695-P0001","Next-Generation Monitoring and Prediction System for Available  Solar Energy in the U.S. Mountain West","Masanori Saito","Not Funded","U.S. Department of Energy",NA,"Atmospheric Science","1/1/2025","12/31/2028","New",NA,"24-0695","Atmospheric Science","U.S. Federal Government",NA,"1/16/2024 10:12:41 am","999602","2/28/2024","Next-Generation Monitoring and Prediction System for Available  Solar Energy in the U.S. Mountain West","Proposal Created","Masanori Saito","1/16/2024 10:12:41 am",NA,NA,"Not Funded",NA,"2/27/2024 10:08:15 am","Approved",NA,"713102","286500",999602,NA,"Yes",2024-02-28 23:25:15,NA,"FY2024","240695A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"25-0424-P0001","Novel B Cell Contribution In Protection to Brucellosis","David W Pascual","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",NA,"Veterinary Science","9/1/2025","8/31/2027","New",NA,"25-0424","Veterinary Science","U.S. Federal Government",NA,"1/10/2025 01:37:52 pm","397375","2/17/2025","Novel B Cell Contribution In Protection to Brucellosis","Proposal Created","John Ruess","1/10/2025 01:37:52 pm",NA,NA,NA,"Passes pre-award checks","1/28/2025 08:30:30 am","Approved",NA,"275000","122375",397375,NA,"Yes",2025-02-03 15:44:27,NA,"FY2025","250424A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2024-02-28,2024-02-28,"David.*Pascual","David Pascual",2024-03-27,"  73000.00",-0.9,-0.9
"25-0413-P0001","ORCC","Nicole Lara Bedford","Submitted to Sponsor","National Science Foundation",NA,"Zoology & Physiology","8/1/2025","7/31/2028","New",NA,"25-0413","Zoology & Physiology","U.S. Federal Government",NA,"1/8/2025 02:59:00 pm","612114","1/23/2025","ORCC: Causes and consequences of torpor in a facultative hibernator","Proposal Created","Nicole Lara Bedford","1/8/2025 02:58:59 pm",NA,NA,NA,"Passes pre-award checks.","1/21/2025 01:13:18 pm","Approved",NA,"446766","165348",612114,NA,"Yes",2025-01-23 23:21:02,NA,"FY2025","250413A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2023-12-13,2023-12-13,"Nicole.*Bedford","Nicole Bedford",2021-08-17," 314926.00",28.3,28.3
"24-1062-P0001","OpenGrocery: An Open Source Infrastructure for Grocery Recognition","Shivanand Venkanna Sheshappanavar","Submitted to Sponsor","National Science Foundation",NA,"Electrical Engineering & Computer Science","1/15/2025","1/15/2027","New",NA,"24-1062","Electrical Engineering & Computer Science","U.S. Federal Government",NA,"5/31/2024 06:41:43 pm","174720","9/18/2024","CRII: HCC: OpenGrocery: Development of an Open-source Infrastructure for Grocery Recognition","Proposal Created","Shivanand Venkanna Sheshappanavar","5/31/2024 06:41:43 pm",NA,NA,NA,"Passes Pre-Award checks.  Ready for approval.  NSF, standard IDC.","9/13/2024 03:57:14 pm","Approved",NA,"128284","46435",174720,NA,"Yes",2024-09-18 20:18:46,NA,"FY2025","241062A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-09-18,2024-09-18,"Shivanand.*Venkanna","Shivanand Venkanna",2023-08-22," 164828.00",13.1,13.1
"25-0262-P0001","Optimizing Greenhouse Space Utilization for Hydroponic Leafy Greens Production","Yaqoob Majeed","Submitted to Sponsor","Texas A&M University","National Institute of Food and Agriculture/Department of Agriculture","Electrical Engineering & Computer Science","8/1/2025","7/31/2028","New",NA,"25-0262","Electrical Engineering & Computer Science","U.S. Federal Government",NA,"10/25/2024 02:04:29 pm","249642","11/7/2024","Optimizing Greenhouse Space Utilization for Hydroponic Leafy Greens Production","Proposal Created","Yaqoob Majeed","10/25/2024 02:04:28 pm",NA,NA,NA,NA,"11/4/2024 10:00:09 am","Approved",NA,"183849","65793",249642,"A Subrecipient","No",2024-11-06 23:02:49,NA,"FY2025","250262A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-09-20,2024-11-06,"Yaqoob.*Majeed","Yaqoob Majeed",2024-08-20," 461700.00",1,2.6
"24-0585-P0001","Organismal Response to Climate Change (ORCC)","Nicole Lara Bedford","Not Funded","National Science Foundation",NA,"Zoology & Physiology","9/1/2024","8/31/2027","New",NA,"24-0585","Zoology & Physiology","U.S. Federal Government",NA,"11/17/2023 09:15:04 am","648101","12/13/2023","Hibernation and adaptation to climate change: investigating the role of torpor in memory and neural function in the least chipmunk","Proposal Created","Nicole Lara Bedford","11/17/2023 09:15:04 am",NA,NA,"Not Funded",NA,"12/13/2023 01:26:41 pm","Approved",NA,"448513","199588",648101,NA,"Yes",2023-12-13 21:27:14,NA,"FY2024","240585A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,1,2023-12-13,2023-12-13,"Nicole.*Bedford","Nicole Bedford",2021-08-17," 314926.00",28.3,28.3
"25-0090-P0001","PARTNERSHIP: Does Invasion Beget Invasion? Mechanisms and Consequences of Ecotype Transitions in  Whitebark Pine Forests","Sara J. Germain","Not Funded","National Institute of Food and Agriculture/Department of Agriculture",NA,"Botany","1/1/2025","12/31/2028","New",NA,"25-0090","Botany","U.S. Federal Government",NA,"8/27/2024 10:12:00 am","899980","9/12/2024","PARTNERSHIP: Does Invasion Beget Invasion? Mechanisms and Consequences of Ecotype Transitions in Whitebark Pine Forests","Proposal Created","Thomas Abraham Lentner","8/27/2024 10:11:59 am",NA,NA,"Not Funded","Passes pre-award checks.  Note that budget is still being finalized.  Final budget may contain 5% variance to attached budget as adjustments are made to account for indirect cost cap (30% of TFFA)","9/11/2024 03:48:13 pm","Approved",NA,"721461","178520",899980,NA,"Yes",2024-09-12 18:37:18,NA,"FY2025","250090A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,1,2024-09-12,2024-09-12,"Sara.*Germain","Sara Germain",2023-08-22,"  97500.00",12.9,12.9
"24-0626-P0001","PIPP Phase II: Theme 1: The PrEViEW Center: AdvancingPandemicPre-EmergenceForecasting through Big Data/AI","Bledar Bisha","Submitted to Sponsor","University of Missouri","National Science Foundation","Animal Science","9/1/2024","8/31/2031","New",NA,"24-0626","Animal Science","U.S. Federal Government",NA,"12/6/2023 01:39:59 pm","240533","12/7/2023","PIPP Phase II: Theme 1: The PrEViEW Center: AdvancingPandemicPre-EmergenceForecasting through Big Data/AI","Proposal Created","Tashina Lemons","12/6/2023 01:39:59 pm",NA,NA,NA,NA,"12/7/2023 08:17:07 am","Cancelled",NA,"166459","74074",240533,"A Subrecipient","No",2023-12-07 15:17:20,2023-12-07 08:16:34,"FY2024","240626A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2023-06-21,2023-06-21,"Bledar.*Bisha","Bledar Bisha",2013-08-20,"  67500.00",119.7,119.7
"25-0279-P0001","Personalized Assessment in Digital Mental Health","Kenneth Ellis McClure","Submitted to Sponsor","University of Notre Dame",NA,"Mathematics & Statistics","1/1/2025","12/31/2025","New",NA,"25-0279","Mathematics & Statistics","Institutions of Higher Education",NA,"10/30/2024 04:02:26 pm","60000","11/14/2024","Personalized Assessment in Digital Mental Health: enhancing user engagement and clinical utility in general and rural samples","Proposal Created","Kenneth Ellis McClure","10/30/2024 04:02:25 pm",NA,NA,NA,"AP approved Sponsor IDC limitation","10/31/2024 08:56:51 am","Approved",NA,"60000","0",60000,NA,"Yes",2024-11-15 15:13:22,NA,"FY2025","250279A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-11-15,NA,"Kenneth.*McClure","Kenneth McClure",2024-08-20,"  94000.00",2.9,NA
"24-0981-P0001","Phosphorus Application Prior to Alfalfa Seedling vs. Standard In-Season Surface P Application Timing","Clint William Beiermann","Submitted to Sponsor","Texas A&M University","National Institute of Food and Agriculture/Department of Agriculture","Plant Sciences","9/1/2024","8/1/2027","Resubmission",NA,"24-0981","Plant Sciences","U.S. Federal Government",NA,"4/26/2024 08:38:56 am","72000","5/1/2024","Phosphorus Application Prior to Alfalfa Seedling vs. Standard In-Season Surface P Application Timing in Alkaline Soils","Proposal Created","Clint William Beiermann","4/26/2024 08:38:56 am",NA,NA,NA,NA,"4/29/2024 05:17:41 pm","Approved",NA,"50400","21600",72000,"A Subrecipient","No",2024-05-01 16:02:19,NA,"FY2024","240981A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2024-05-01,2024-05-01,"Clint.*Beiermann","Clint Beiermann",2023-01-17," 125000.00",15.7,15.7
"25-0289-P0001","Product testing","Clint William Beiermann","Funded","ADD NEW",NA,"Plant Sciences","10/21/2024","9/30/2029","Other",NA,"25-0289","Plant Sciences","Industry",NA,"11/4/2024 03:50:47 pm","12000","10/21/2024","Soil biological product testing","Proposal Created","Clint William Beiermann","11/4/2024 03:50:46 pm",NA,NA,NA,NA,"1/13/2025 08:58:37 am","Approved",NA,"11429","571",12000,NA,"Yes",2025-01-23 15:27:03,2025-01-31 13:01:29,"FY2025","250289A0001","ACTIVE",12000,"5TDC","College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,0,1,2024-05-01,2024-05-01,"Clint.*Beiermann","Clint Beiermann",2023-01-17," 125000.00",15.7,15.7
"24-0464-P0001","Prospective Memory in Everyday Life: Lapses and Decline in Relation to Inflammatory  and Neurodegenerative Biomarkers in Older Adults","Erin Harrington","Transfer","National Institute on Aging/National Institutes of Health/Department of Health and Human Services",NA,"Psychology","11/1/2023","1/31/2025","Transfer",NA,"24-0464","Psychology","U.S. Federal Government",NA,"10/3/2023 04:00:27 pm","306929","10/11/2023","Prospective Memory in Everyday Life: Lapses and Decline in Relation to Inflammatory  and Neurodegenerative Biomarkers in Older Adults","Proposal Created","Erin Harrington","10/3/2023 04:00:26 pm",NA,NA,NA,NA,"10/6/2023 09:46:15 am","Approved",NA,"212408","94521",306929,NA,"Yes",2023-10-06 16:04:42,2024-01-18 16:25:52,"FY2024","240464A0001","ACTIVE",274808,"445TDC","College of Arts & Sciences",0,0,0,0,1,0,2023-10-06,2023-10-06,"Erin.*Harrington","Erin Harrington",2023-08-22,"   7654.00",1.5,1.5
"25-0293-P0001","QDOC: an Interdisciplinary Doctoral School for Quantum Engineering","Alexander Paul Petrovic","Submitted to Sponsor","National Science Foundation",NA,"Physics & Astronomy","8/1/2025","7/31/2030","New",NA,"25-0293","Physics & Astronomy","U.S. Federal Government",NA,"11/5/2024 04:09:04 pm","1994048","11/14/2024","NSF NRT QDOC: an Interdisciplinary Doctoral School for Quantum Engineering","Proposal Created","Shawna M. McBride","11/5/2024 04:09:03 pm",NA,NA,NA,"Passes pre-award checks.  Expedited review.  Significant Trainee costs.  Some minor budget revisions (less than 5% of total budget) may be necessary for trainee costs prior to submission.","11/8/2024 12:17:07 pm","Approved",NA,"1713885","280163",1994048,NA,"Yes",2024-11-15 00:11:02,NA,"FY2025","250293A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-02-28,2024-02-28,"Alexander.*Petrovic","Alexander Petrovic",2023-08-22,"1270000.00",6.3,6.3
"24-0809-P0001","ROI  Understanding Mucosal Immunity","David W Pascual","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",NA,"Veterinary Science","10/1/2024","9/30/2029","Resubmission",NA,"24-0809","Veterinary Science","U.S. Federal Government",NA,"2/8/2024 04:05:48 pm","1806250","3/5/2024","Attenuation of Sjögren’s Syndrome Via Stimulation of Regulatory Cells","Proposal Created","Thomas Abraham Lentner","2/8/2024 04:05:47 pm",NA,NA,NA,"Routing for approvals.","2/27/2024 02:04:37 pm","Approved",NA,"1250000","556250",1806250,NA,"Yes",2024-02-28 22:05:23,NA,"FY2024","240809A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2024-02-28,2024-02-28,"David.*Pascual","David Pascual",2024-03-27,"  73000.00",-0.9,-0.9
"24-0892-P0001","ROSES-2023 A.32: EMIT Observational dust direct radiative effect estimation","Masanori Saito","Funded","National Aeronautics and Space Administration",NA,"Atmospheric Science","1/19/2024","1/18/2027","New",NA,"24-0892","Atmospheric Science","U.S. Federal Government",NA,"3/13/2024 07:26:28 am","270753","7/19/2023","An ESM-free approach for dust direct radiative effect estimations based on EMIT, CALIPSO, and mineralogy-resolved dust optical property models","Proposal Created","Thomas Abraham Lentner","3/13/2024 07:26:28 am",NA,NA,NA,NA,NA,"Not Completed",NA,"197536","73217",270753,NA,"Yes",2024-03-13 13:46:05,2024-04-18 10:31:37,"FY2024","240892A0001","ACTIVE",82234,"445MTDC1","College of Engineering & Physical Sciences",1,0,0,0,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
