"Award #","PI","Project Title","Sponsor","Prime Sponsor","Instrument Type","Award Start Date","Award End Date","Admin Unit","Obligated Amount","Project #","Total Expected Amount","Anticipated Amount","Status","Created Date","Award Type","Increment Amount","PI Unit","Modification Number","Modification Type","Modification Date","Modified By","activity type","Admin Unit Primary Code","Award Amount","Award Id","Award Notice Received","Award Title","budget end date","budget start date","cfda aln number","department","department Primary Code","Direct Costs","epscor idea funding","fain","History Action","History Action By","History Action Date","History Comment","incrementally funded","indirect cost project type","indirect cost rate off","indirect cost rate on","Indirect Costs","nifa capacity grant","Prime Sponsor Org Type","Prime Sponsor Primary Code","project location","proposal type","Resolution","Routing Comment","Routing Date","Routing Status","Sponsor Award Number","Sponsor Org Type","Sponsor Primary Code","sponsor type","Total Cost Share","Total Project Cost"
"24-1080-A0001","Dana Kristen Dittoe","Pre-Harvest Heat Stress: Disruption Of Microbial Ecology And Subsequent Shelf-Life Of Raw Poultry Products","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"7/1/2024","6/30/2026","Animal Science",3e+05,"24-1080",3e+05,NA,"Closed","6/11/2024 09:57:02 AM",NA,NA,"Animal Science",0,"Original Award",NA,NA,"Basic Research",300000007169996,NA,"924a29f3-dc8b-433d-8742-1869562e0478",NA,NA,"6/30/2026","7/1/2024","10.310","Animal Science",300000007169996,243552,NA,"20246701642386","Award Created","Hallie Shane Sherard","6/11/2024 09:57:01 AM",NA,"No","Research",NA,NA,56448,NA,NA,"01-USDANIFA","[On Campus]","New","Admin Closed",NA,NA,NA,"2024-67016-42386",NA,"01-USDANIFA","U.S. Federal Government",NA,"300,000.00"
"23-0869-A0001","Chhaya M. Werner","Using the past to manage the future: lagged species effects on forage in variable climates","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"9/1/2021","8/31/2023","EPSCoR/IDEA Office",165000,"23-0869",NA,NA,"In Closeout","4/24/2023 07:08:18 PM",NA,NA,"EPSCoR/IDEA Office",0,"Original Award",NA,NA,"Basic Research",300000007170131,NA,"92773b9b-ec36-4f3b-a20f-45d4ef3e6f17","6/13/2021",NA,"8/31/2023","9/1/2021","10.310",NA,NA,NA,NA,"2021-67034-35231","Award Created","Legacy Loader","4/24/2023 07:08:18 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"2021-67034-35231",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-0511-A0001","Barbara Ann Rasco","McIntire-Stennis Capacity FY20","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2019","9/30/2021","College of Agriculture, Life Sciences & Natural Resources Deans Office",286792,"23-0511",NA,NA,"Closed","4/24/2023 06:48:21 PM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",0,"Original Award",NA,NA,NA,300000006254272,NA,"9999b199-4c40-44ea-9b4f-99f91797e32e","5/26/2020",NA,"9/30/2021","10/1/2019","10.202",NA,NA,NA,NA,"NI20MSCFRXXXG050","Award Created","Legacy Loader","4/24/2023 06:48:21 PM",NA,NA,"Other Sponsored Activities","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,"Admin Closed",NA,NA,NA,"NI20MSCFRXXXG050",NA,"01-USDANIFA",NA,NA,NA
"23-0738-A0001","Barbara Ann Rasco","Animal Health and Disease Research Capacity, FY21","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2020","9/30/2022","College of Agriculture, Life Sciences & Natural Resources Deans Office",22060,"23-0738",NA,NA,"Closed","4/24/2023 07:00:57 PM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",0,"Original Award",NA,NA,NA,300000006254272,NA,"9c49d029-a519-44bf-872a-8784f0233486","4/7/2021",NA,"9/30/2022","10/1/2020","10.207",NA,NA,NA,NA,"NI21AHDRXXXXG019","Award Created","Legacy Loader","4/24/2023 07:00:56 PM",NA,NA,"Other Sponsored Activities",NA,NA,NA,NA,NA,"01-USDANIFA","Off Campus",NA,"Admin Closed",NA,NA,NA,"NI21AHDRXXXXG019",NA,"01-USDANIFA",NA,NA,NA
"23-1396-A0001-0","Melinda Denise Meuli","University of Wyoming Extension Expanded Food and Nutrition Program (EFNEP) FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2027","UW Extension",58408,"23-1396",NA,NA,"Active","4/24/2023 07:38:24 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170503,NA,"9ce1f32f-ee7e-41e4-8a1d-2b11f9f21edc",NA,NA,"9/30/2027","10/1/2022","10.514",NA,NA,NA,NA,"NI23EFNEPXXXG029",NA,NA,NA,NA,NA,"Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI23EFNEPXXXG029",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-1396-A0001-1","Melinda Denise Meuli","University of Wyoming Extension Expanded Food and Nutrition Program (EFNEP) FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2027","UW Extension",278891,"23-1396",278891,NA,"Active","5/12/2023 09:17:06 AM",NA,NA,"UW Extension",1,"New Funding Increment","5/12/2023","Farrell Jean Rapp","Other Sponsored Activity",300000007170503,NA,"9ce1f32f-ee7e-41e4-8a1d-2b11f9f21edc","11/18/2022",NA,"9/30/2027","10/1/2022","10.514","UW Extension",300000007170503,NA,NA,"NI23EFNEPXXXG029",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus","Other",NA,NA,NA,NA,"NI23EFNEPXXXG029",NA,"01-USDANIFA","U.S. Federal Government",NA,"278,891.00"
"23-1396-A0001-2","Melinda Denise Meuli","University of Wyoming Extension Expanded Food and Nutrition Program (EFNEP) FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2027","UW Extension",278891,"23-1396",278891,NA,"Active","9/7/2023 06:37:36 AM",NA,NA,"UW Extension",2,"Other Modifications","9/7/2023","Kristi Stockdale","Other Sponsored Activity",300000007170503,NA,"9ce1f32f-ee7e-41e4-8a1d-2b11f9f21edc","11/18/2022",NA,"9/30/2027","10/1/2022","10.514","UW Extension",300000007170503,278891,NA,"NI23EFNEPXXXG029","Award Created","Legacy Loader","4/24/2023 07:38:23 PM",NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","Other",NA,NA,NA,NA,"NI23EFNEPXXXG029",NA,"01-USDANIFA","U.S. Federal Government",NA,"278,891.00"
"24-0457-A0003-0","Amanda Sue Marney","Smith Lever 3(b) & 3(c) (SLBC)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2024","9/30/2029","UW Extension",395180,"24-0457",1800592,NA,"Active","1/16/2025 12:31:28 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170503,NA,"9f7aa35b-25e8-49cf-9574-3947a7478090","12/4/2024",NA,"9/30/2029","10/1/2024","10.511","UW Extension",300000007170503,395180,"No","NI25SLBCXXXXG037",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","Non-Competing Continuation",NA,NA,NA,NA,"NI25SLBCXXXXG037",NA,"01-USDANIFA","U.S. Federal Government","1,800,592.00","3,601,184.00"
"24-0457-A0003-1","Amanda Sue Marney","Smith Lever 3(b) & 3(c) (SLBC)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2024","9/30/2029","UW Extension",811830,"24-0457",1800592,NA,"Active","3/27/2025 10:31:51 AM",NA,NA,"UW Extension",1,"New Funding Increment","3/27/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,NA,"9f7aa35b-25e8-49cf-9574-3947a7478090","3/24/2025",NA,"9/30/2029","10/1/2024","10.511","UW Extension",300000007170503,811830,"No","NI25SLBCXXXXG037-0001",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","Non-Competing Continuation",NA,NA,NA,NA,"NI25SLBCXXXXG037-0001",NA,"01-USDANIFA","U.S. Federal Government","1,800,592.00","3,601,184.00"
"24-0457-A0003-2","Amanda Sue Marney","Smith Lever 3(b) & 3(c) (SLBC)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2024","9/30/2029","UW Extension",1512253,"24-0457",1512253,NA,"Active","5/12/2025 02:01:57 PM",NA,NA,"UW Extension",2,"New Funding Increment","5/12/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,NA,"9f7aa35b-25e8-49cf-9574-3947a7478090","5/12/2025",NA,"9/30/2029","10/1/2024","10.511","UW Extension",300000007170503,1512253,"No","NI25SLBCXXXXG037-0001","Award Created","Farrell Jean Rapp","1/16/2025 12:31:27 PM",NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","Non-Competing Continuation",NA,NA,NA,NA,"NI25SLBCXXXXG037-0001",NA,"01-USDANIFA","U.S. Federal Government","1,512,253.00","3,601,184.00"
"23-0604-A0001","John P. Ritten","Animal Health and Disease Research Capacity, FY20","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2019","9/30/2021","Agriculture & Applied Economics",23343,"23-0604",NA,NA,"Closed","4/24/2023 06:53:28 PM",NA,NA,"Agriculture & Applied Economics",0,"Original Award",NA,NA,"Basic Research",300000007170651,NA,"a0a632d9-0df8-43c1-ba61-912248490f1d","9/3/2020",NA,"9/30/2021","10/1/2019","10.207",NA,NA,NA,NA,"NI20AHDRXXXXG033","Award Created","Legacy Loader","4/24/2023 06:53:28 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,"Admin Closed",NA,NA,NA,"NI20AHDRXXXXG033",NA,"01-USDANIFA",NA,NA,NA
"23-0144-A0001","Kelly Keith Crane","University of Wyoming Extension Programs: Smith Lever 3b & 3c","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2017","9/30/2022","UW Extension",1640926,"23-0144",NA,NA,"Closed","4/24/2023 06:26:00 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,NA,300000007170503,NA,"ad8a5718-fb92-4fe0-a798-52df1098fdc5",NA,NA,"9/30/2022","10/1/2017","10.500",NA,NA,NA,NA,"NI18SLBCXXXXG050","Award Created","Legacy Loader","4/24/2023 06:26:00 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,"Admin Closed",NA,NA,NA,"NI18SLBCXXXXG050",NA,"01-USDANIFA",NA,NA,NA
"23-1029-A0001","Eric P Webster","Hatch-Multistate Capacity FY22","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2021","9/30/2023","Agricultural Experiment Station",767988.3,"23-1029",NA,NA,"In Closeout","4/24/2023 07:17:15 PM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,NA,300000007170680,NA,"ada1c14a-6c36-4fc4-87c0-eb6aef9a174c","12/1/2021",NA,"9/30/2023","10/1/2021","10.203",NA,NA,NA,NA,"NI22HMFPXXXXG056","Award Created","Legacy Loader","4/24/2023 07:17:15 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI22HMFPXXXXG056",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-0661-A0001","Melinda Denise Meuli","University of Wyoming Extension - EFNEP (FY21)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2020","9/30/2025","UW Extension",278135,"23-0661",NA,NA,"Active","4/24/2023 06:56:41 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,NA,300000007170503,NA,"ade0592d-9465-43e4-b632-65b27e79e0a1",NA,NA,"9/30/2025","10/1/2020","10.514",NA,NA,NA,NA,"NI21EFNEPXXXG050","Award Created","Legacy Loader","4/24/2023 06:56:41 PM",NA,NA,"Other Sponsored Activities",NA,NA,NA,NA,NA,"01-USDANIFA","Off Campus",NA,NA,NA,NA,NA,"NI21EFNEPXXXG050",NA,"01-USDANIFA",NA,NA,NA
"24-0482-A0002-0","Eric P Webster","McIntire-Stennis Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station",102570,"24-0482",102570,NA,"Active","3/11/2024 02:25:58 PM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170680,NA,"aff38802-0e97-4a10-817e-0264e29cbbcc","2/22/2024",NA,"9/30/2025","10/1/2023","10.202","Agricultural Experiment Station Department",300000029794623,102570,NA,"NI24MSCFRXXXG079",NA,NA,NA,NA,"No","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24MSCFRXXXG079",NA,"01-USDANIFA","U.S. Federal Government","102,570.00","205,140.00"
"24-0482-A0002-1","Eric P Webster","McIntire-Stennis Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station",102570,"24-0482",102570,NA,"Active","3/11/2024 02:50:47 PM",NA,NA,"Agricultural Experiment Station",1,"Internal Change ONLY","3/11/2024","Courtney Peatross","Other Sponsored Activity",300000007170680,NA,"aff38802-0e97-4a10-817e-0264e29cbbcc","2/22/2024",NA,"9/30/2025","10/1/2023","10.202","Agricultural Experiment Station Department",300000029794623,102570,NA,"NI24MSCFRXXXG079",NA,NA,NA,NA,"No","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24MSCFRXXXG079",NA,"01-USDANIFA","U.S. Federal Government","102,570.00","205,140.00"
"24-0482-A0002-2","Eric P Webster","McIntire-Stennis Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station",255757,"24-0482",102570,NA,"Active","6/18/2024 03:00:06 PM",NA,NA,"Agricultural Experiment Station",2,"New Funding Increment","6/18/2024","Farrell Jean Rapp","Other Sponsored Activity",300000007170680,NA,"aff38802-0e97-4a10-817e-0264e29cbbcc","2/22/2024",NA,"9/30/2025","10/1/2023","10.202","Agricultural Experiment Station Department",300000029794623,255757,NA,"NI24MSCFRXXXG079",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24MSCFRXXXG079",NA,"01-USDANIFA","U.S. Federal Government","255,757.00","511,514.00"
"24-0482-A0002-3","Eric P Webster","McIntire-Stennis Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station",255757,"24-0482",102570,NA,"Active","7/16/2024 03:57:44 PM",NA,NA,"Agricultural Experiment Station",3,"Other Modifications","7/16/2024","Kristi Hargis Stockdale","Basic Research",300000007170680,NA,"aff38802-0e97-4a10-817e-0264e29cbbcc","2/22/2024",NA,"9/30/2025","10/1/2023","10.202","Agricultural Experiment Station Department",300000029794623,255757,NA,"NI24MSCFRXXXG079","Award Created","Courtney Peatross","3/11/2024 02:25:57 PM",NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24MSCFRXXXG079",NA,"01-USDANIFA","U.S. Federal Government","255,757.00","511,514.00"
"23-0465-A0001-0","Kelly Keith Crane","University of Wyoming Extension Smith-Lever 3(b) & 3 (c)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2019","9/30/2024","UW Extension",1743032,"23-0465",NA,NA,"Active","4/24/2023 06:45:35 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,"Basic Research",300000007170503,NA,"b6a26d9c-63ae-4698-b114-84f34f8e4edd","5/14/2020",NA,"9/30/2024","10/1/2019","10.511",NA,NA,NA,NA,"NI20SLBCXXXXG032",NA,NA,NA,NA,NA,"Research","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI20SLBCXXXXG032",NA,"01-USDANIFA",NA,NA,NA
"23-0465-A0001-1","Amanda Sue Marney","University of Wyoming Extension Smith-Lever 3(b) & 3 (c)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2019","9/30/2024","UW Extension",1743032,"23-0465",1743032,NA,"Closed","12/19/2024 10:49:00 AM",NA,NA,"UW Extension",1,"Key Personnel Change","12/19/2024","Kristi Hargis Stockdale","Basic Research",300000007170503,NA,"b6a26d9c-63ae-4698-b114-84f34f8e4edd","5/14/2020",NA,"9/30/2024","10/1/2019","10.511",NA,NA,1743032,NA,"NI20SLBCXXXXG032","Award Created","Legacy Loader","4/24/2023 06:45:35 PM",NA,"No","Research","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus",NA,"Complete",NA,NA,NA,"NI20SLBCXXXXG032",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-0542-A0001-0","Mark Gomelsky","Listeria-plant biofilms","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"8/15/2020","8/14/2023","Molecular Biology",759977,"23-0542",NA,NA,"Active","4/24/2023 06:50:03 PM",NA,NA,"Molecular Biology",0,"Original Award",NA,NA,NA,300000007170376,NA,"b8b51ec1-c33d-40a5-bd17-7088a1a10dbf","8/15/2020",NA,"8/14/2023","8/15/2020","10.310",NA,NA,NA,NA,"20206701432496",NA,NA,NA,NA,NA,"Research",NA,"44.5% MTDC",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"2020-67014-32496",NA,"01-USDANIFA",NA,NA,NA
"23-0542-A0001-1","Mark Gomelsky","Listeria-plant biofilms","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"8/14/2020","8/13/2024","Molecular Biology",759977,"23-0542",759977,NA,"In Closeout","6/2/2023 11:02:18 AM",NA,NA,"Molecular Biology",1,"Sponsor Approved No Cost Extension","6/2/2023","Kristi Stockdale","Basic Research",300000007170376,NA,"b8b51ec1-c33d-40a5-bd17-7088a1a10dbf","8/15/2020",NA,"8/14/2024","8/15/2020","10.310","Molecular Biology",300000007170376,544053,NA,"20206701432496","Award Created","Legacy Loader","4/24/2023 06:50:03 PM",NA,"No","Research",NA,"44.5% MTDC",215924,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"2020-67014-32496",NA,"01-USDANIFA","U.S. Federal Government",NA,"759,977.00"
"24-0466-A0001-0","Kelly Keith Crane","Cooperative Extension Programs Special Needs","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2028","UW Extension",17785,"24-0466",17785,NA,"Active","2/21/2024 07:16:45 AM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170503,NA,"ba14236f-92c0-47e5-83aa-bd2b3e28530e","2/20/2024",NA,"9/30/2028","10/1/2023","10.511","UW Extension",300000007170503,17785,NA,"NI24SLSNXXXXG007",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24SLSNXXXXG007",NA,"01-USDANIFA","U.S. Federal Government","17,750.00","35,570.00"
"24-0466-A0001-1","Kelly Keith Crane","Cooperative Extension Programs Special Needs","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2028","UW Extension",43951,"24-0466",43951,NA,"Active","5/31/2024 08:37:20 AM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",1,"New Funding Increment","5/31/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,NA,"ba14236f-92c0-47e5-83aa-bd2b3e28530e","2/20/2024",NA,"9/30/2028","10/1/2023","10.511","UW Extension",300000007170503,43951,NA,"NI24SLSNXXXXG007",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24SLSNXXXXG007",NA,"01-USDANIFA","U.S. Federal Government","17,750.00","35,570.00"
"24-0466-A0001-2","Kelly Keith Crane","Cooperative Extension Programs Special Needs","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2028","UW Extension",43951,"24-0466",43951,NA,"Active","7/16/2024 09:57:56 AM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",2,"Other Modifications","7/16/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,NA,"ba14236f-92c0-47e5-83aa-bd2b3e28530e","2/20/2024",NA,"9/30/2028","10/1/2023","10.511","UW Extension",300000007170503,43951,NA,"NI24SLSNXXXXG007",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24SLSNXXXXG007",NA,"01-USDANIFA","U.S. Federal Government","17,750.00","35,570.00"
"24-0466-A0001-3","Amanda Sue Marney","Cooperative Extension Programs Special Needs","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2028","UW Extension",43951,"24-0466",43951,NA,"Active","12/19/2024 10:57:13 AM",NA,NA,"UW Extension",3,"Key Personnel Change","12/19/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,NA,"ba14236f-92c0-47e5-83aa-bd2b3e28530e","2/20/2024",NA,"9/30/2028","10/1/2023","10.511","UW Extension",300000007170503,43951,NA,"NI24SLSNXXXXG007","Award Created","Courtney Peatross","2/21/2024 07:16:45 AM",NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24SLSNXXXXG007",NA,"01-USDANIFA","U.S. Federal Government","17,750.00","35,570.00"
"24-0485-A0002-0","Eric P Webster","Hatch-Multistate Capacity","National Institute of Food and Agriculture/Department of Agriculture",NA,NA,"10/1/2024","9/30/2026","Agricultural Experiment Station",170313,"24-0485",170313,NA,"Active","12/12/2024 09:15:11 AM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,"Basic Research",300000007170680,NA,"bc805ed0-9237-4f27-ac83-ba838b6ca0d3","12/12/2024",NA,"9/30/2026","10/1/2024","10.203","Agricultural Experiment Station",300000007170680,170313,"No","NI25HMFPXXXXG014",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,NA,"On Campus","Competing Continuation",NA,NA,NA,NA,"NI25HMFPXXXXG014",NA,"01-USDANIFA","U.S. Federal Government","170,313.00","1,621,529.00"
"24-0485-A0002-1","Eric P Webster","Hatch-Multistate Capacity","National Institute of Food and Agriculture/Department of Agriculture",NA,NA,"10/1/2024","9/30/2026","Agricultural Experiment Station",349915,"24-0485",170313,NA,"Active","3/27/2025 11:51:30 AM",NA,NA,"Agricultural Experiment Station",1,"New Funding Increment","3/27/2025","Evelyn Renee Kelley","Basic Research",300000007170680,NA,"bc805ed0-9237-4f27-ac83-ba838b6ca0d3","3/24/2025",NA,"9/30/2026","10/1/2024","10.203","Agricultural Experiment Station",300000007170680,349915,"No","NI25HMFPXXXXG014-0001",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,NA,"On Campus","Competing Continuation",NA,NA,NA,NA,"NI25HMFPXXXXG014-0001",NA,"01-USDANIFA","U.S. Federal Government","349,915.00","1,621,529.00"
"24-0485-A0002-2","Eric P Webster","Hatch-Multistate Capacity","National Institute of Food and Agriculture/Department of Agriculture",NA,NA,"10/1/2024","9/30/2026","Agricultural Experiment Station",583619,"24-0485",778158,NA,"Active","5/12/2025 01:06:00 PM",NA,NA,"Agricultural Experiment Station",2,"New Funding Increment","5/12/2025","Evelyn Renee Kelley","Basic Research",300000007170680,NA,"bc805ed0-9237-4f27-ac83-ba838b6ca0d3","5/12/2025",NA,"9/30/2026","10/1/2024","10.203","Agricultural Experiment Station",300000007170680,583619,"No","NI25HMFPXXXXG014-0002","Award Created","Farrell Jean Rapp","12/12/2024 09:15:11 AM",NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,NA,"On Campus","Competing Continuation",NA,NA,NA,NA,"NI25HMFPXXXXG014-0002",NA,"01-USDANIFA","U.S. Federal Government","847,381.00","1,621,529.00"
