"Award #","PI","PI Unit","Admin Unit","Project Title","Sponsor","Prime Sponsor","Award Start Date","Award End Date","Obligated Amount","Project #","Total Expected Amount","Status","Created Date","Modification Number","Modification Type","Modification Date","Modified By","activity type","Admin Unit Primary Code","Award Id","Award Notice Received","budget end date","budget start date","cfda aln number","department","department Primary Code","Direct Costs","epscor idea funding","fain","History Action","History Action By","History Action Date","incrementally funded","indirect cost project type","indirect cost rate off","indirect cost rate on","Indirect Costs","Prime Sponsor Primary Code","project location","proposal type","Resolution","Sponsor Award Number","Sponsor Org Type","Sponsor Primary Code","sponsor type","Total Cost Share","Total Project Cost"
"24-0391-A0001-0","Hannah Crocker Cunningham","Animal Science","Animal Science","Improving Education and Outreach through Research of Novel Traits in Yearling Bulls","California Polytechnic State University","National Institute of Food and Agriculture/Department of Agriculture","7/1/2022","5/30/2025",119995,"24-0391",119995,"Active","9/12/2023 10:56:27 AM",0,"Original Award",,,"Basic Research",300000007169996,"7c51dfe5-761e-49a5-9cd7-5d09357d3e9a",,"5/30/2025","7/1/2022","10.326","Animal Science",300000007169996,85059,,"2022-70001-37576",,,,"No","Research",,"44.5% MTDC",34936,"01-USDANIFA","[On Campus]","New",,"2023-5-47316",,"06-CALPOLY","Institutions of Higher Education",,"119,995.00"
"24-0450-A0001-0","Melinda Denise Meuli","UW Extension","UW Extension","University of Wyoming Expanded Food and Nutrition Education Program (EFNEP)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2028",111556,"24-0450",111556,"Active","2/20/2024 11:42:50 AM",0,"Original Award",,,"Instruction",300000007170503,"c58a64fa-a2af-4964-bd1c-9fc77f0f49b5","2/19/2024","9/30/2028","10/1/2023","10.514","UW Extension",300000007170503,111556,,"NI24EFNEPXXXG032",,,,"Yes","Other Sponsored Activities","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",,0,"01-USDANIFA","Off Campus","New",,"NI24EFNEPXXXG032",,"01-USDANIFA","U.S. Federal Government",,"111,556.00"
"24-0450-A0001-1","Melinda Denise Meuli","UW Extension","UW Extension","University of Wyoming Expanded Food and Nutrition Education Program (EFNEP)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2028",278891,"24-0450",278891,"Active","6/17/2024 01:11:48 PM",1,"New Funding Increment","6/17/2024","Inna Willis","Instruction",300000007170503,"c58a64fa-a2af-4964-bd1c-9fc77f0f49b5","2/19/2024","9/30/2028","10/1/2023","10.514","UW Extension",300000007170503,278891,,"NI24EFNEPXXXG032-0001","Award Created","Courtney Peatross","2/20/2024 11:42:50 AM","Yes","Other Sponsored Activities","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",,0,"01-USDANIFA","Off Campus","New",,"NI24EFNEPXXXG032-0001",,"01-USDANIFA","U.S. Federal Government",,"278,891.00"
"24-0457-A0001-0","Amanda Sue Marney","College of Agriculture, Life Sciences & Natural Resources Deans Office","UW Extension","Joint Cooperative Extension Programs at 1862 Land-Grant Institutions and University of the District of Columbia Public Postsecondary Education Reorganization Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2028",1796271,"24-0457",1796271,"Active","6/19/2024 02:45:14 PM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"e54eaa90-3cc1-489f-bc6f-b810632d9cc5","5/22/2024","9/30/2028","10/1/2023","10.511","UW Extension Department",300000029794978,1796271,,"NI24SLBCXXXXG022",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24SLBCXXXXG022",,"01-USDANIFA","U.S. Federal Government","1,796,271.00","3,592,542.00"
"24-0457-A0002-0","Amanda Sue Marney","UW Extension","UW Extension","Smith Lever 3(b) & 3(c) (SLBC)","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",10502,"24-0457",10502,"Active","12/13/2024 11:41:36 AM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"701739e8-b8b2-45c2-a252-35f43b3b8af0","12/12/2024","9/30/2026","10/1/2024","10.515","UW Extension",300000007170503,10502,"No","NI25RREAFXXXG067",,,,"No","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","New",,"NI25RREAFXXXG067",,"01-USDANIFA","U.S. Federal Government","1,800,592.00","3,601,184.00"
"24-0457-A0003-0","Amanda Sue Marney","UW Extension","UW Extension","Smith Lever 3(b) & 3(c) (SLBC)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2024","9/30/2029",395180,"24-0457",1800592,"Active","1/16/2025 12:31:28 PM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"9f7aa35b-25e8-49cf-9574-3947a7478090","12/4/2024","9/30/2029","10/1/2024","10.511","UW Extension",300000007170503,395180,"No","NI25SLBCXXXXG037",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","Non-Competing Continuation",,"NI25SLBCXXXXG037",,"01-USDANIFA","U.S. Federal Government","1,800,592.00","3,601,184.00"
"24-0457-A0003-1","Amanda Sue Marney","UW Extension","UW Extension","Smith Lever 3(b) & 3(c) (SLBC)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2024","9/30/2029",811830,"24-0457",1800592,"Active","3/27/2025 10:31:51 AM",1,"New Funding Increment","3/27/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,"9f7aa35b-25e8-49cf-9574-3947a7478090","3/24/2025","9/30/2029","10/1/2024","10.511","UW Extension",300000007170503,811830,"No","NI25SLBCXXXXG037-0001",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","Non-Competing Continuation",,"NI25SLBCXXXXG037-0001",,"01-USDANIFA","U.S. Federal Government","1,800,592.00","3,601,184.00"
"24-0457-A0003-2","Amanda Sue Marney","UW Extension","UW Extension","Smith Lever 3(b) & 3(c) (SLBC)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2024","9/30/2029",1512253,"24-0457",1512253,"Active","5/12/2025 02:01:57 PM",2,"New Funding Increment","5/12/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,"9f7aa35b-25e8-49cf-9574-3947a7478090","5/12/2025","9/30/2029","10/1/2024","10.511","UW Extension",300000007170503,1512253,"No","NI25SLBCXXXXG037-0001","Award Created","Farrell Jean Rapp","1/16/2025 12:31:27 PM","Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","Non-Competing Continuation",,"NI25SLBCXXXXG037-0001",,"01-USDANIFA","U.S. Federal Government","1,512,253.00","3,601,184.00"
"24-0458-A0001-0","Amanda Sue Marney","College of Agriculture, Life Sciences & Natural Resources Deans Office","UW Extension","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",19159,"24-0458",19159,"Active","5/30/2024 07:13:28 AM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"bec0ca12-7061-445a-ab57-36471f4d7f2e",,"9/30/2025","10/1/2023","10.515","UW Extension Department",300000029794978,19159,,"NI2RREAFXXXG065",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI2RREAFXXXG065",,"01-USDANIFA","U.S. Federal Government",,"47,897.00"
"24-0458-A0001-1","Amanda Sue Marney","College of Agriculture, Life Sciences & Natural Resources Deans Office","UW Extension","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",47736,"24-0458",47736,"Active","5/30/2024 07:26:48 AM",1,"New Funding Increment","5/30/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,"bec0ca12-7061-445a-ab57-36471f4d7f2e",,"9/30/2025","10/1/2023","10.515","UW Extension Department",300000029794978,47736,,"NI2RREAFXXXG065",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI2RREAFXXXG065-0001",,"01-USDANIFA","U.S. Federal Government",,"47,897.00"
"24-0466-A0001-0","Amanda Sue Marney","College of Agriculture, Life Sciences & Natural Resources Deans Office","UW Extension","Cooperative Extension Programs Special Needs","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2028",17785,"24-0466",17785,"Active","2/21/2024 07:16:45 AM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"ba14236f-92c0-47e5-83aa-bd2b3e28530e","2/20/2024","9/30/2028","10/1/2023","10.511","UW Extension",300000007170503,17785,,"NI24SLSNXXXXG007",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24SLSNXXXXG007",,"01-USDANIFA","U.S. Federal Government","17,750.00","35,570.00"
"24-0466-A0001-1","Amanda Sue Marney","College of Agriculture, Life Sciences & Natural Resources Deans Office","UW Extension","Cooperative Extension Programs Special Needs","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2028",43951,"24-0466",43951,"Active","5/31/2024 08:37:20 AM",1,"New Funding Increment","5/31/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,"ba14236f-92c0-47e5-83aa-bd2b3e28530e","2/20/2024","9/30/2028","10/1/2023","10.511","UW Extension",300000007170503,43951,,"NI24SLSNXXXXG007",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24SLSNXXXXG007",,"01-USDANIFA","U.S. Federal Government","17,750.00","35,570.00"
"24-0482-A0001-0","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","McIntire-Stennis Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",102570,"24-0482",102570,"Active","2/22/2024 02:44:09 PM",0,"Original Award",,,"Other Sponsored Activity",300000007170680,"50449342-8851-418e-96af-5682ca873522","2/22/2024","9/30/2025","10/1/2023","10.202","Agricultural Experiment Station Department",300000029794623,102570,,"NI24MSCFRXXXG079",,,,"No","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24MSCFRXXXG079",,"01-USDANIFA","U.S. Federal Government","102,570.00","205,140.00"
"24-0482-A0002-0","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","McIntire-Stennis Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",102570,"24-0482",102570,"Active","3/11/2024 02:25:58 PM",0,"Original Award",,,"Other Sponsored Activity",300000007170680,"aff38802-0e97-4a10-817e-0264e29cbbcc","2/22/2024","9/30/2025","10/1/2023","10.202","Agricultural Experiment Station Department",300000029794623,102570,,"NI24MSCFRXXXG079",,,,"No","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24MSCFRXXXG079",,"01-USDANIFA","U.S. Federal Government","102,570.00","205,140.00"
"24-0482-A0002-2","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","McIntire-Stennis Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",255757,"24-0482",102570,"Active","6/18/2024 03:00:06 PM",2,"New Funding Increment","6/18/2024","Farrell Jean Rapp","Other Sponsored Activity",300000007170680,"aff38802-0e97-4a10-817e-0264e29cbbcc","2/22/2024","9/30/2025","10/1/2023","10.202","Agricultural Experiment Station Department",300000029794623,255757,,"NI24MSCFRXXXG079",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24MSCFRXXXG079",,"01-USDANIFA","U.S. Federal Government","255,757.00","511,514.00"
"24-0482-A0003","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","McIntire-Stennis Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2024","9/30/2026",56266,"24-0482",255757,"Active","1/16/2025 01:06:19 PM",0,"Original Award",,,"Basic Research",300000007170680,"02c0087c-6daf-47d0-a223-d59f1d02716b","12/17/2024","9/30/2026","10/1/2024","10.202","Agricultural Experiment Station",300000007170680,56266,"No","NI25MSCFRXXXG075","Award Created","Farrell Jean Rapp","1/16/2025 01:06:18 PM","Yes","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","Non-Competing Continuation",,"NI25MSCFRXXXG075",,"01-USDANIFA","U.S. Federal Government","255,757.00","511,514.00"
"24-0483-A0001-0","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Animal Health and Disease Research Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",8154,"24-0483",8154,"Active","7/19/2024 08:06:36 AM",0,"Original Award",,,"Other Sponsored Activity",300000029794623,"e58d03a6-9024-4243-a294-66a979caaf02",,"9/30/2025","10/1/2023","10.207",,,8154,,"NI24AHDRXXXXG059",,,,"Yes","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24AHDRXXXXG059",,"01-USDANIFA","U.S. Federal Government","0.00","$20385.00"
"24-0483-A0001-1","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Animal Health and Disease Research Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",18804,"24-0483",18804,"Active","7/19/2024 08:20:37 AM",1,"New Funding Increment","7/19/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000029794623,"e58d03a6-9024-4243-a294-66a979caaf02",,"9/30/2025","10/1/2023","10.207",,,18804,,"NI24AHDRXXXXG059",,,,"Yes","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24AHDRXXXXG059",,"01-USDANIFA","U.S. Federal Government","0.00","$20385.00"
"24-0483-A0002-0","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Animal Health and Disease Research Capacity","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",4138,"24-0483",4138,"Active","12/18/2024 02:15:48 PM",0,"Original Award",,,"Basic Research",300000007170680,"6f115068-2b9a-402e-ab65-f942a5fe2eb9","12/17/2024","9/30/2026","10/1/2024","10.207","Agricultural Experiment Station",300000007170680,4138,"No","NI25AHDRXXXXG0206",,,,"No","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Competing Continuation",,"NI25AHDRXXXXG026",,"01-USDANIFA","U.S. Federal Government",,"18,804.00"
"24-0483-A0002-1","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Animal Health and Disease Research Capacity","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",8502,"24-0483",8502,"Active","4/1/2025 12:11:12 PM",1,"New Funding Increment","4/1/2025","Evelyn Renee Kelley","Basic Research",300000007170680,"6f115068-2b9a-402e-ab65-f942a5fe2eb9","3/28/2025","9/30/2026","10/1/2024","10.207","Agricultural Experiment Station",300000007170680,8502,"No","NI25AHDRXXXXG026-0001",,,,"Yes","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Competing Continuation",,"NI25AHDRXXXXG026-0001",,"01-USDANIFA","U.S. Federal Government",,"18,804.00"
"24-0483-A0002-2","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Animal Health and Disease Research Capacity","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",12024,"24-0483",16032,"Active","5/19/2025 09:13:00 AM",2,"New Funding Increment","5/19/2025","Evelyn Renee Kelley","Basic Research",300000007170680,"6f115068-2b9a-402e-ab65-f942a5fe2eb9","3/28/2025","9/30/2026","10/1/2024","10.207","Agricultural Experiment Station",300000007170680,12024,"No","NI25AHDRXXXXG026-0002","Award Created","Kristi Hargis Stockdale","12/18/2024 02:15:47 PM","Yes","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Competing Continuation",,"NI25AHDRXXXXG026-0002",,"01-USDANIFA","U.S. Federal Government",,"16,032.00"
"24-0484-A0001-0","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Regular Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",545214,"24-0484",545214,"Active","2/23/2024 08:18:37 AM",0,"Original Award",,,"Other Sponsored Activity",300000007170680,"ecc8d0cc-ffe9-4aad-a7d4-0abff6322a4b","2/22/2024","9/30/2025","10/1/2023","10.203",,,545214,,"NI24HFPXXXXXG025",,,,"Yes","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24HFPXXXXXG025",,"01-USDANIFA","U.S. Federal Government","545,214.00","1,090,428.00"
"24-0484-A0001-1","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Regular Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",1358635,"24-0484",1358635,"Active","7/17/2024 04:47:53 PM",1,"New Funding Increment","7/17/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170680,"ecc8d0cc-ffe9-4aad-a7d4-0abff6322a4b","2/22/2024","9/30/2025","10/1/2023","10.203",,,1358635,,"NI24HFPXXXXXG025",,,,"Yes","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24HFPXXXXXG025",,"01-USDANIFA","U.S. Federal Government","545,214.00","1,090,428.00"
"24-0484-A0002-0","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Regular Capacity","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",298899,"24-0484",1358635,"Active","1/6/2025 09:10:53 AM",0,"Original Award",,,"Basic Research",300000007170680,"83729c51-5336-44d2-819f-16d265eaba84","12/5/2024","9/30/2026","10/1/2024","10.203","Agricultural Experiment Station",300000007170680,298899,"No","NI25HFPXXXXXG046",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Competing Continuation",,"NI25HFPXXXXXG046",,"01-USDANIFA","U.S. Federal Government","1,358,635.00","2,717,270.00"
"24-0484-A0002-1","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Regular Capacity","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",614102,"24-0484",614102,"Active","5/16/2025 09:18:25 AM",1,"New Funding Increment","5/16/2025","Evelyn Renee Kelley","Basic Research",300000007170680,"83729c51-5336-44d2-819f-16d265eaba84","3/18/2025","9/30/2026","10/1/2024","10.203","Agricultural Experiment Station",300000007170680,614102,"No","NI25HFPXXXXXG046",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Competing Continuation",,"NI25HFPXXXXXG046-0002",,"01-USDANIFA","U.S. Federal Government","614,102.00","2,717,270.00"
"24-0484-A0002-2","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Regular Capacity","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",1015347,"24-0484",1015347,"Active","5/16/2025 10:37:27 AM",2,"New Funding Increment","5/16/2025","Evelyn Renee Kelley","Basic Research",300000007170680,"83729c51-5336-44d2-819f-16d265eaba84","5/7/2025","9/30/2026","10/1/2024","10.203","Agricultural Experiment Station",300000007170680,1015347,"No","NI25HFPXXXXXG046","Award Created","Farrell Jean Rapp","1/6/2025 09:10:53 AM","Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Competing Continuation",,"NI25HFPXXXXXG046-0002",,"01-USDANIFA","U.S. Federal Government","1,353,795.00","2,717,270.00"
"24-0485-A0001-0","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Multistate Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",308604,"24-0485",308604,"Active","2/21/2024 07:28:53 AM",0,"Original Award",,,"Other Sponsored Activity",300000007170680,"35632771-41d6-4f2b-8d09-9f8467d2556f","2/20/2024","9/30/2025","10/1/2023","10.203","Agricultural Experiment Station",300000007170680,308604,,"NI24HMFPXXXXG055",,,,"Yes","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24HMFPXXXXG055",,"01-USDANIFA","U.S. Federal Government","308,604.00","617,208.00"
"24-0485-A0001-1","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Multistate Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2023","9/30/2025",774148,"24-0485",774148,"Active","6/5/2024 07:12:59 PM",1,"New Funding Increment","6/5/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170680,"35632771-41d6-4f2b-8d09-9f8467d2556f","2/20/2024","9/30/2025","10/1/2023","10.203","Agricultural Experiment Station",300000007170680,774148,,"NI24HMFPXXXXG055",,,,"Yes","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","New",,"NI24HMFPXXXXG055",,"01-USDANIFA","U.S. Federal Government","308,604.00","617,208.00"
"24-0485-A0002-0","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Multistate Capacity","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",170313,"24-0485",170313,"Active","12/12/2024 09:15:11 AM",0,"Original Award",,,"Basic Research",300000007170680,"bc805ed0-9237-4f27-ac83-ba838b6ca0d3","12/12/2024","9/30/2026","10/1/2024","10.203","Agricultural Experiment Station",300000007170680,170313,"No","NI25HMFPXXXXG014",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Competing Continuation",,"NI25HMFPXXXXG014",,"01-USDANIFA","U.S. Federal Government","170,313.00","1,621,529.00"
"24-0485-A0002-1","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Multistate Capacity","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",349915,"24-0485",170313,"Active","3/27/2025 11:51:30 AM",1,"New Funding Increment","3/27/2025","Evelyn Renee Kelley","Basic Research",300000007170680,"bc805ed0-9237-4f27-ac83-ba838b6ca0d3","3/24/2025","9/30/2026","10/1/2024","10.203","Agricultural Experiment Station",300000007170680,349915,"No","NI25HMFPXXXXG014-0001",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Competing Continuation",,"NI25HMFPXXXXG014-0001",,"01-USDANIFA","U.S. Federal Government","349,915.00","1,621,529.00"
"24-0485-A0002-2","Eric P Webster","Agricultural Experiment Station","Agricultural Experiment Station","Hatch-Multistate Capacity","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2026",583619,"24-0485",778158,"Active","5/12/2025 01:06:00 PM",2,"New Funding Increment","5/12/2025","Evelyn Renee Kelley","Basic Research",300000007170680,"bc805ed0-9237-4f27-ac83-ba838b6ca0d3","5/12/2025","9/30/2026","10/1/2024","10.203","Agricultural Experiment Station",300000007170680,583619,"No","NI25HMFPXXXXG014-0002","Award Created","Farrell Jean Rapp","12/12/2024 09:15:11 AM","Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Competing Continuation",,"NI25HMFPXXXXG014-0002",,"01-USDANIFA","U.S. Federal Government","847,381.00","1,621,529.00"
"24-0624-A0001","Linda T.A. van Diepen","Ecosystem Science & Management","Ecosystem Science & Management","Microbial inoculants: evaluate their potential for improved hay production and soil health in high elevation meadows","Montana State University","National Institute of Food and Agriculture/Department of Agriculture","5/1/2024","4/30/2025",29952,"24-0624",29952,"Active","8/6/2024 01:54:17 PM",0,"Original Award",,,"Basic Research",300000007170672,"3af95f94-eae1-41c6-9557-32fb8ef99957","8/9/2024","4/30/2025","5/1/2024","10.215","Ecosystem Science & Management",300000007170672,27229,"No","20233864039571","Award Created","Farrell Jean Rapp","8/6/2024 01:54:16 PM","No","Research",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",2723,"01-USDANIFA","On Campus","New",,"G320-24-WA509",,"06-MTSU","Institutions of Higher Education",,"29,952.00"
"24-0687-A0001","Scott P. Schell","Ecosystem Science & Management","Ecosystem Science & Management","University of Wyoming Extension Implementation Team Proposal","National Institute of Food and Agriculture/Department of Agriculture",,"9/1/2024","8/31/2025",126309,"24-0687",126309,"Active","9/23/2024 03:16:17 PM",0,"Original Award",,,"Other Sponsored Activity",300000007170672,"cb80c321-45cf-4c1b-a814-d687d34cdabf","8/20/2024","8/31/2025","9/1/2024","10.329","Ecosystem Science & Management",300000007170672,126309,"No","20247000643669","Award Created","Kristi Hargis Stockdale","9/23/2024 03:16:16 PM","No","Other Sponsored Activities","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"[On Campus, Off Campus]","New",,"2024-70006-43669",,"01-USDANIFA","U.S. Federal Government",,"126,309.00"
"24-0751-A0001","Urszula Norton","Plant Sciences","Plant Sciences","Developing Resilient Organic Dryland Wheat Systems in the Face of Climate Change Related Crop Failure","Utah State University","National Institute of Food and Agriculture/Department of Agriculture","9/1/2024","8/31/2028",108354,"24-0751",479692.16,"Active","10/2/2024 09:28:37 AM",0,"Original Award",,,"Applied Research",300000007170664,"934fe653-5069-4c12-b01b-1fbdc1f9054f","10/10/2024","8/31/2025","9/1/2024","10.303","Plant Sciences",300000007170664,78166,"No","2024-51300-43047","Award Created","Farrell Jean Rapp","10/2/2024 09:28:37 AM","Yes","Research",,"44.5% MTDC",30188,"01-USDANIFA","On Campus","New",,"205782-933",,"06-UTSTUNV","Institutions of Higher Education",,"479,692.16"
